sal_7_lc2vs0_iate,voc_deg
-14966.329336529681,0.0
-22973.602023819152,0.0
-31733.93188014781,1.0
-23784.02012254816,1.0
-29944.323968146433,0.0
-20681.806688880657,0.0
-23681.351490448036,1.0
-28546.654518830932,1.0
-20567.674996668597,1.0
-29338.50146850353,1.0
-37211.55080423473,1.0
-35369.195541491725,1.0
-34309.53282561989,1.0
-27423.33894663732,1.0
-18961.885957543196,1.0
-39463.14024115179,1.0
-20679.679856243343,1.0
-36166.908787049426,0.0
-22080.32337065613,0.0
-39338.87674069799,1.0
-29044.74883347733,1.0
-19700.84510706944,1.0
-24795.947589373252,1.0
-34194.25163903,1.0
-28948.978051128728,1.0
-33628.75533818538,1.0
-33294.85269875201,1.0
-20025.783157884176,0.0
-17856.080709183225,1.0
-38585.88319015798,1.0
-22370.934548846293,1.0
-32039.2368437174,1.0
-24069.211810925477,1.0
-29842.934248331112,1.0
-22161.382840033668,1.0
-33219.19196148271,1.0
-27760.289556460637,1.0
-31177.093761748212,0.0
-27350.894723285004,1.0
-28034.10766171894,1.0
-20359.972304553197,0.0
-34541.64112295194,1.0
-26754.036650084316,1.0
-30874.663846205203,1.0
-34585.75660814258,0.0
-26927.58953247995,0.0
-36652.21342550219,1.0
-18285.372275478203,0.0
-17442.544103720596,1.0
-30463.191571068168,1.0
-16657.90181681644,0.0
-32040.607498610894,1.0
-21197.90645089332,0.0
-32588.12277359507,1.0
-26578.006107730056,1.0
-23218.005625506295,1.0
-39704.433482925,1.0
-21271.170734353345,1.0
-25465.912919121565,1.0
-28596.26025118721,0.0
-22665.93137924984,1.0
-21066.55732084836,1.0
-35013.1217928105,1.0
-20064.88736712063,0.0
-20857.614476816023,1.0
-33108.92692225515,1.0
-20517.031086452855,0.0
-19197.08046076174,1.0
-20729.766060986596,1.0
-23107.12160189483,1.0
-19453.21552995719,0.0
-38084.04054120039,1.0
-29529.329986213503,0.0
-22484.351455840544,1.0
-30675.554610813335,1.0
-33363.28145670936,1.0
-25448.749172298056,1.0
-22894.359495292672,1.0
-22553.38728101235,0.0
-37491.15928986399,1.0
-36149.867270031405,1.0
-34209.304842846796,1.0
-19436.212252643218,1.0
-32619.86597012952,1.0
-21750.970849951755,1.0
-25916.046887157143,1.0
