sal_avg_lc2vs0_iate,empl_x0
-27610.43509671006,61.0
-25269.50389083322,64.0
-33901.52563773919,61.0
-35525.0903915421,33.0
-19869.85913209709,92.0
-43880.42596083478,65.0
-17493.643472272037,24.0
-26581.1086796325,60.0
-22466.613510130293,36.0
-35441.21780563553,64.0
-32655.39258897854,82.0
-37242.50323138517,48.0
-38585.44062505931,49.0
-19131.326591545007,89.0
-43380.470754980095,58.0
-32880.42518294083,54.0
-40802.24674226691,85.0
-38771.48167544647,86.0
-34235.08868136223,98.0
-30164.551624088344,64.0
-37257.14820319899,59.0
-34096.64847562289,44.0
-28572.0951926436,83.0
-20031.704229482773,61.0
-17498.706842812087,63.0
-28519.303670002693,66.0
-40461.72755278963,73.0
-22179.27617083556,80.0
-24200.790358936098,74.0
-33315.88489321414,91.0
-20152.96896509908,69.0
-23593.03357690076,58.0
-28760.50077887935,86.0
-19935.489083635875,50.0
-33934.29700068016,86.0
-23567.84862945768,12.0
-23697.814544547284,37.0
-24488.30029777404,85.0
-20015.435117656016,61.0
-23286.965548322052,96.0
-32805.474930274606,61.0
-31607.855194685333,72.0
-34124.521260430665,107.0
-23723.76176099517,74.0
-23422.412450932483,74.0
-25040.277629889293,52.0
-33284.63070269166,50.0
-20922.17392635704,75.0
-37974.994194530955,68.0
-22996.786836439438,100.0
-25194.309862873713,83.0
-26495.608471545682,82.0
-18967.243459742313,69.0
-32906.52791241366,55.0
-15595.923276975822,36.0
-26006.708949388456,43.0
-19949.88646185769,111.0
-24149.701223659205,22.0
-28827.05722709356,90.0
-37558.16132703054,66.0
-23615.794395418707,27.0
-22903.99275995343,42.0
-23971.32061310987,64.0
-34951.024234676224,48.0
-24856.34655788912,52.0
-30712.495340904294,70.0
-22083.471784304882,47.0
-16280.555911134583,84.0
-38690.19302361862,69.0
-24820.84939391016,83.0
-22265.500856434457,68.0
-39643.53726013872,73.0
-32386.71273936421,90.0
-18149.42113489645,53.0
-34614.62013870834,97.0
-22935.569703250032,67.0
-31917.765575666464,56.0
-17131.56329754962,61.0
-36592.81123959896,52.0
-17667.16735614381,96.0
-27048.6478713322,63.0
-28336.851488953493,100.0
-24592.20760826658,24.0
-19188.704671069718,47.0
-25142.454828780523,69.0
-21452.20174168603,75.0
-15914.020896727838,59.0
-27092.73638242851,58.0
-36393.784425947335,109.0
-34847.00440868997,83.0
-26545.55701991854,43.0
-23739.775301909787,74.0
-22342.753090209582,87.0
-21275.32834713556,59.0
-17776.011586303943,77.0
-32699.239947130725,69.0
-25787.331841825657,114.0
-21089.134052159174,87.0
-36801.13288991453,48.0
-35213.37167934695,69.0
-33118.46824460873,95.0
-29700.44781894699,77.0
-26215.04794754248,105.0
-31888.81380557554,43.0
-25475.709768191155,81.0
-24141.145470035863,87.0
-35775.20049015316,41.0
-18902.99382113651,55.0
-16498.136481589532,76.0
-31760.081319548146,71.0
-24126.41647285673,112.0
-25498.990501211236,78.0
-21843.888044807143,71.0
-27028.79672183872,51.0
-19560.943119344756,78.0
-25950.31117585249,72.0
-24903.76837979076,37.0
-40442.09411025612,75.0
-31096.71863844701,70.0
-33587.2382435644,55.0
-18177.856802325783,74.0
-23490.06897353833,69.0
-26609.487556364526,59.0
-35306.99695054395,61.0
-38560.36890862882,61.0
-25321.20725820155,57.0
-23043.52428684503,55.0
-18908.34259162932,50.0
-35490.4424064608,77.0
-37977.53488233023,85.0
-24447.743496203802,62.0
-23505.049209230132,100.0
-28725.566545031943,55.0
-36703.234259337114,79.0
-36384.350482469665,81.0
-25417.081983871296,79.0
-18544.258397917434,91.0
-24935.78975201024,49.0
-19358.182194575453,88.0
-16426.5108327767,60.0
-25996.728331803366,93.0
-36927.85309459378,51.0
-30611.639949824807,86.0
-25568.945587020487,76.0
-34975.04214417301,97.0
-18758.109270040353,74.0
-43304.84816584768,83.0
-36733.586459419654,58.0
-39748.17998963261,94.0
-30517.587392638077,54.0
-26544.745542719662,91.0
-18989.965225829106,88.0
-24818.528811764227,92.0
-22585.01588019693,99.0
-31550.863171574838,94.0
-17951.441319244936,44.0
-34144.85211126547,76.0
-27017.131212758766,97.0
-17043.06104528744,60.0
-34028.115807072536,90.0
-29824.886552645086,56.0
-21235.875460348274,68.0
-22176.502183178305,50.0
-15904.44685903991,40.0
-22958.127842095495,39.0
-18733.464046383644,41.0
-32207.338668108026,104.0
-36009.74527077329,107.0
-31639.333201395566,83.0
-25169.201853262282,31.0
-17778.667904258196,70.0
-25022.1984939733,52.0
-32416.170940516007,56.0
-29447.473777423453,89.0
-23264.264798890188,48.0
-35071.65277572242,55.0
-26695.416927939208,86.0
-38356.62936951933,118.0
-25771.744349390792,103.0
-18148.49067014993,45.0
-22333.408519963235,30.0
-23878.4024652924,68.0
-36709.10323187383,53.0
-19294.667248390626,94.0
-18540.288144167203,55.0
-27078.28149381694,56.0
-24037.370747841,67.0
-30892.279915720494,57.0
-20574.302909015118,85.0
-25201.827761626504,54.0
-27192.524957671863,100.0
-23949.49444181974,73.0
-35599.96907882358,54.0
-31764.019001848894,70.0
-29621.59405036147,46.0
-23284.37576883393,53.0
-31843.55922078922,68.0
-30769.202166434865,76.0
-32399.530318657948,54.0
-18372.518807606146,58.0
-33599.303275693834,46.0
-21705.979241546498,42.0
-34867.05946818067,93.0
-30283.4558606422,87.0
-43261.47993795763,80.0
-27860.107649001126,89.0
-25197.338633762043,97.0
-22823.397315127004,42.0
-17606.142662566857,74.0
-22109.89856912088,54.0
-17764.925590821797,59.0
-20662.413122158636,72.0
-23438.19845436619,90.0
-22656.497988405,90.0
-38704.82620848698,88.0
-25440.85755852498,71.0
-21118.264241824643,98.0
-29144.521505761124,69.0
-18262.089882403656,60.0
-35929.86243840441,43.0
-30066.967270666275,65.0
-23401.004957723293,44.0
-18497.271669617312,70.0
-28273.462207719218,53.0
-18162.636717321187,40.0
-40117.494298526326,81.0
-18328.48944784974,54.0
-32820.65764115315,69.0
-16398.4873519588,42.0
-30742.770082801868,82.0
-25389.62277019666,73.0
-25223.664968641486,53.0
-31947.951263903073,69.0
-33669.34742476268,80.0
-34779.40833901758,66.0
-36526.89171692629,24.0
-23569.855811048485,52.0
-32123.124701590936,68.0
-18103.84014331036,66.0
-23648.603685584785,76.0
-24458.117184852803,62.0
-33883.288565926196,53.0
-25956.281980164025,55.0
-37302.68016504716,41.0
-36028.47024729699,62.0
-24752.94284550479,50.0
-31033.340192639193,78.0
-29808.2541328202,53.0
-28716.04380670385,51.0
-24326.23160844118,84.0
-21559.821383999988,72.0
-19811.120732761374,74.0
-21842.824536444463,67.0
-30265.279178650206,82.0
-17453.43170576711,89.0
-34297.64668766115,94.0
-31646.851013432133,42.0
-18047.825642867745,89.0
-33928.35126815824,107.0
-32050.04782682535,62.0
-16881.198409055814,41.0
-25564.539933169628,57.0
-32103.571128735075,79.0
-19771.105017235852,95.0
-31023.949571477606,44.0
-36319.775518985305,40.0
-26091.057142215384,67.0
-21297.59716619175,52.0
-15210.303348372343,50.0
-18887.03046218081,83.0
-24453.81325365517,48.0
-35355.36427490684,53.0
-35893.16871320657,108.0
-18448.4610925473,76.0
-39920.83146312573,66.0
-31762.64901740518,55.0
-40237.42715937941,68.0
-28791.991657652354,72.0
-19867.887504621536,82.0
-16235.121550184478,49.0
-26600.585219057444,101.0
-27953.3255848946,86.0
-28412.754062925498,104.0
-28764.49535817086,63.0
-21927.51670752201,57.0
-41801.46670909636,59.0
-23210.396232604202,80.0
-40637.80080053439,100.0
-16582.711751716808,36.0
-36630.63956780231,81.0
-33737.72842194168,65.0
-22670.47675465238,81.0
-21938.560832725587,99.0
-37491.35176389892,101.0
-29097.833312872783,96.0
-27860.9175104542,88.0
-21741.354289219074,47.0
-29283.351689942006,52.0
-22706.62403303678,33.0
-37572.44457116661,85.0
-17337.887644966915,54.0
-35856.55973708677,82.0
-18824.357001006076,91.0
-23339.852071908568,91.0
-27171.45307069756,71.0
-19718.277027234475,45.0
-38525.3838910746,90.0
-26838.314168458914,81.0
-38025.29118321724,56.0
-30138.618929891796,87.0
-28107.04264644006,60.0
-22129.658228851356,82.0
-40687.0519198197,92.0
-34448.39482182628,84.0
-36228.346960952156,86.0
-18738.77369296232,64.0
-33920.21633211932,89.0
-36355.85285330192,36.0
-42139.588575692316,66.0
-36634.44939577872,97.0
-19178.5161998645,78.0
-20835.16500383385,101.0
-25276.482413051563,52.0
-28074.689011683524,57.0
-22184.65401576698,80.0
-23892.661422286248,101.0
-16380.013183115816,48.0
-25547.99254452874,56.0
-27252.484112525915,115.0
-37889.38953518832,62.0
-35716.79744647028,58.0
-35114.583168742334,69.0
-23280.69839989029,95.0
-21167.66375069553,53.0
-31302.6295527529,68.0
-32379.960438166294,77.0
-28277.031637831664,61.0
-42595.24857305233,80.0
-41795.25858835492,68.0
-19686.442055584786,47.0
-20667.644634644777,75.0
-36758.620643141636,74.0
-23367.753371505023,53.0
-24303.407789295263,51.0
-30060.40721655225,75.0
-18033.406224420367,46.0
-24372.58120340625,83.0
-27716.065619779598,63.0
-36681.55689817557,63.0
-17947.691747996905,88.0
-25189.012253804634,43.0
-27441.955733462826,69.0
-17987.84599819153,61.0
-24575.449165715938,114.0
-23168.856228127763,66.0
-27426.545981379415,51.0
-42729.10941167855,76.0
-20834.797746375203,48.0
-29629.381814699584,74.0
-35828.95791833682,62.0
-23164.779128400445,90.0
-19607.980259171643,110.0
-37268.40171723941,69.0
-18945.176872014457,50.0
-23822.061882428516,62.0
-22864.949915124034,45.0
-22351.140707802835,113.0
-39382.720539419744,60.0
-29647.253913779474,77.0
-39694.57353046854,45.0
-32639.44135666156,67.0
-29518.55554672575,68.0
-34114.8584029845,86.0
-27114.675540774573,82.0
-18762.12308172781,86.0
-35686.599306343596,86.0
-38244.756421001424,66.0
-27312.962237130097,47.0
-19437.455144827858,78.0
-19952.648654967496,34.0
-25460.69735080214,33.0
-36335.383883937044,77.0
-41064.180554860126,68.0
-17662.069466417917,45.0
-25107.728887324403,64.0
-27421.785716022147,42.0
-30528.681694376588,57.0
-25373.791292887166,69.0
-17134.798291728086,35.0
-34517.03950860063,71.0
-20723.23943486749,75.0
-25089.32917826325,48.0
-41308.994557842394,98.0
-24781.3625360149,57.0
-30333.001611000866,83.0
-32317.966988884367,42.0
-34090.83812517508,90.0
-22582.823878146257,45.0
-24908.361315245656,114.0
-22789.422365551196,81.0
-37160.65731205658,62.0
-28228.080722564304,84.0
-28636.07800674237,91.0
-28510.87099983369,95.0
-35612.60998644423,114.0
-29328.7021233806,54.0
-26374.500523810013,78.0
-36396.346831081864,74.0
-24622.34288408547,92.0
-36170.7214938624,95.0
-34827.39192052431,74.0
-35634.668522159634,49.0
-33462.92826981176,95.0
-39887.2631823135,48.0
-19381.604100957626,108.0
-30664.34978482691,49.0
-22698.479934319985,101.0
-25856.528196895946,57.0
-17538.840411361278,38.0
-27127.641768237278,53.0
-19701.243675240734,75.0
-21335.11962877374,99.0
-26252.3669442018,39.0
-32789.30213101095,57.0
-23184.918887403823,92.0
-26541.687011958446,49.0
-23800.5487441215,84.0
-19840.55615350826,61.0
-30347.570404977014,101.0
-20548.290301788868,77.0
-18189.19287436378,17.0
-17729.715417249918,93.0
-30268.365178554333,80.0
-20224.083197205808,57.0
-31822.7704198266,93.0
-28915.08785761232,77.0
-37658.84680168716,39.0
-30634.99753672995,62.0
-24379.265367022475,59.0
-26908.043939870957,90.0
-23382.901504242614,32.0
-29685.636727359237,20.0
-20628.292738122786,100.0
-16995.787002243298,39.0
-31887.67808899811,102.0
-39534.52156999067,84.0
-18065.81997733895,64.0
-37074.067851128835,71.0
-33119.33768817183,55.0
-16999.3624132243,81.0
-18271.672274050736,59.0
-29454.605780162266,49.0
-28344.722259641625,59.0
-31519.608106509306,80.0
-20572.50246331128,92.0
-40142.10340456237,54.0
-24151.224952621124,42.0
-37298.272142024274,63.0
-29622.767737689937,81.0
-23222.292368221006,63.0
-25518.186735651325,79.0
-32719.375219049234,68.0
-18916.09385552632,65.0
-19818.17875862393,62.0
-29834.721436869208,111.0
-32635.889001693242,67.0
-35878.62109782304,104.0
-18843.056712616624,89.0
-21203.007390661136,52.0
-39155.70630237989,97.0
-25817.278782438552,91.0
-30854.371974286456,61.0
-21710.629509675426,92.0
-33962.883403681815,95.0
-22797.54417734879,94.0
-28374.90544467837,44.0
-28199.2164794758,90.0
-18091.320620001174,52.0
-23926.819826806877,63.0
-31594.675915558844,49.0
-19598.57046447744,51.0
-31081.91475062297,55.0
-23007.43775983577,76.0
-36209.25396059961,65.0
-22260.15209542795,84.0
-20201.073469942152,51.0
-39526.38428312626,112.0
-32358.869900537018,80.0
-24038.980355560714,99.0
-30224.43996453983,73.0
-24636.93095569373,49.0
-27597.906014126544,72.0
-44546.564057694704,69.0
-23060.120902185216,92.0
-36908.0440136065,94.0
-24959.385748148456,94.0
-36064.01239576409,74.0
-26021.924159024817,62.0
-18747.445053431904,60.0
-24285.778381866396,74.0
-35843.263733854394,96.0
-22952.885329176712,41.0
-20719.602741329898,80.0
-41892.487956355006,94.0
-20018.521849845776,77.0
-25445.942228123666,72.0
-27640.32967536078,66.0
-20989.855352147944,100.0
-16315.678667928225,51.0
-31762.76172013089,63.0
-24821.93325267239,81.0
-21719.43408510835,89.0
-34611.91546403951,63.0
-34623.702984404255,49.0
-37039.01513384678,58.0
-40750.28870631155,98.0
-30116.418819170507,52.0
-25407.917067153678,51.0
-35206.47946258455,104.0
-18537.99140697308,56.0
-26231.93749268056,96.0
-18959.04369814082,69.0
-31115.808109150654,96.0
-36461.37183796498,66.0
-39771.01989367428,75.0
-31580.126265441806,44.0
-28863.167129201775,94.0
-25042.842825131607,52.0
-22131.0336165852,66.0
-23497.52728905621,46.0
-22027.245554147743,46.0
-29147.630561838778,76.0
-19949.83833324766,74.0
-21487.304847480107,48.0
-16691.2944257448,42.0
-26850.403565812823,90.0
-38741.5126856966,56.0
-36117.303444155856,90.0
-31176.36792333746,78.0
-36495.710693562156,97.0
-17270.385384370966,72.0
-16446.878968539124,47.0
-32467.637272159423,37.0
-19296.9750315253,89.0
-32179.105912789953,63.0
-32573.14434071765,81.0
-33651.073595996946,112.0
-23123.13584572587,56.0
-25662.91435749388,73.0
-39872.12766689854,85.0
-25056.5034852958,111.0
-36556.70452304551,62.0
-18109.347443698436,54.0
-25725.048802350648,69.0
-18666.900198182804,40.0
-21309.26569856132,48.0
-29157.7739605836,44.0
-35973.58653782534,35.0
-19636.92914000929,87.0
-23316.953401587252,71.0
-36479.14555216015,69.0
-33280.41386973279,63.0
-30969.441239797292,95.0
-42178.507553551244,90.0
-20728.132824674303,56.0
-30821.561748204393,84.0
-29518.539055986992,39.0
-31049.62343896227,50.0
-31039.793859730293,55.0
-25255.219612392793,55.0
-17578.7766506773,26.0
-27234.34561479508,48.0
-31801.635324798077,75.0
-40746.77130470479,54.0
-30013.49719865428,54.0
-19993.740878567056,79.0
-21206.161743182172,51.0
-23479.47090166181,53.0
-23378.50484591045,56.0
-15672.539818129548,27.0
-33463.313213636226,83.0
-37604.759686124424,60.0
-18125.514667946933,58.0
-20920.882924351776,65.0
-28091.551722721073,89.0
-37447.28578727484,57.0
-18508.028734503274,62.0
-19901.646655324686,59.0
-30939.078436926116,45.0
-25823.836234141494,93.0
-17066.893462843123,55.0
-35736.96788992213,107.0
-22455.775015878826,103.0
-19446.32114789565,69.0
-23131.630936543763,56.0
-36632.23226333656,66.0
-26910.790674808457,85.0
-28015.235852449558,46.0
-19173.89041619772,36.0
-31612.626149488642,79.0
-24259.393518203517,47.0
-36955.89341298513,52.0
-17992.87419282797,105.0
-41474.99695107936,59.0
-33277.62575713794,55.0
-17393.639617220415,74.0
-39744.6789088489,70.0
-20945.32824711163,96.0
-25939.605314914617,70.0
-34617.140866256406,48.0
-23173.453721307837,73.0
-29004.48417297468,73.0
-19146.631361798693,104.0
-39852.039789563365,103.0
-27722.33882791733,74.0
-26252.752813633717,27.0
-20327.53207864884,56.0
-28193.13760412635,81.0
-32039.882049614174,78.0
-35817.77199791495,63.0
-29258.1416111793,95.0
-27877.601720874143,93.0
-32447.947804281583,79.0
-32478.925865666177,97.0
-36756.947420827186,37.0
-20662.032736923244,54.0
-35823.494904963125,72.0
-19193.22209126515,91.0
-26736.006743816757,75.0
-25848.84706557914,71.0
-27461.03203076388,42.0
-33511.24704765742,46.0
-41617.243850677514,108.0
-34579.91005404314,46.0
-23341.68924041175,68.0
-36411.23844519297,44.0
-26751.93484770022,68.0
-38682.979991193664,72.0
-43420.03644446274,76.0
-22108.148012114973,87.0
-29712.214048760383,67.0
-26921.774013477803,48.0
-18915.134932917623,44.0
-25860.61313134829,94.0
-17342.91673387162,22.0
-31627.756794219502,52.0
-26811.942885215853,87.0
-29709.798113138644,90.0
-40350.86192901482,93.0
-29242.423812056993,48.0
-31987.24564156725,34.0
-22924.820934652857,102.0
-38167.72606057441,58.0
-23225.63038991531,86.0
-28496.18587597757,77.0
-36846.16688703694,42.0
-35434.44867631809,67.0
-35462.355982352645,68.0
-31049.16963366978,90.0
-26074.360844739356,89.0
-38734.228330425554,60.0
-24652.070379876757,42.0
-37859.532740220515,63.0
-33187.94129769641,54.0
-17784.099968118182,71.0
-39879.83282664899,79.0
-33946.6314149397,79.0
-19361.092126482687,42.0
-29986.291576514363,101.0
-18956.1113275792,42.0
-25487.014634560208,45.0
-28475.564575170854,71.0
-16256.002825699477,49.0
-23440.09054587091,47.0
-30206.357603297554,95.0
-40681.74783747911,78.0
-37134.45361107537,51.0
-22612.813560652277,49.0
-39312.08738882069,86.0
-32910.44494747124,67.0
-20183.96711769981,61.0
-23096.343077805628,46.0
-33526.361669646925,34.0
-32054.77840725411,69.0
-31841.53610469676,88.0
-16663.215138537686,64.0
-28192.81874163873,93.0
-28442.294082612934,59.0
-38667.33545832512,50.0
-32161.356599517145,58.0
-21558.61790088036,84.0
-31443.644211522274,62.0
-41376.88738529604,59.0
-33223.91228630688,71.0
-25146.796216059432,90.0
-38799.46050518623,54.0
-21990.18714089757,79.0
-31514.97345155264,69.0
-31018.67901046312,59.0
-31911.576387323643,69.0
-28733.48800447645,47.0
-24778.792300894434,48.0
-33999.66998903391,79.0
-23944.118490462104,63.0
-20411.11806307797,33.0
-34565.71075612836,42.0
-21141.661696228024,78.0
-26466.62469471379,61.0
-23059.741706105917,78.0
-19128.887740877777,109.0
-19495.602217804728,80.0
-28231.078383927852,65.0
-36138.35088244836,51.0
-24520.48815238117,79.0
-32832.68659300996,41.0
-22828.974186417498,100.0
-28510.47283597391,44.0
-39239.33240833557,90.0
-18102.181111481485,69.0
-25826.145471586064,85.0
-26962.21230325788,41.0
-26719.601918298096,44.0
-29279.901334401882,73.0
-18004.278448777994,61.0
-31527.43231709935,83.0
-26456.754040660286,97.0
-26481.512012490297,58.0
-37059.4356633599,102.0
-25817.805579237596,45.0
-31194.8632902796,98.0
-25546.977464969466,60.0
-17920.313956019734,62.0
-24155.269909910465,35.0
-32889.02325697219,57.0
-27175.413426901792,38.0
-25806.338905657143,72.0
-32283.42176976217,48.0
-22779.790991257098,88.0
-17531.14601140352,53.0
-32532.565138985632,94.0
-31784.273949243085,77.0
-23993.747102595495,35.0
-20845.465049506245,70.0
-18729.628440251854,79.0
-16764.575412920374,57.0
-26989.849551715026,87.0
-34266.110086839835,76.0
-34656.40089266417,62.0
-25639.136142778785,97.0
-29975.179607146463,50.0
-36560.09906275505,88.0
-25556.369004031723,53.0
-23451.227573597662,56.0
-24035.430575774622,86.0
-36106.673366977804,70.0
-20659.697366710014,72.0
-23575.44375018231,26.0
-28152.40724487065,97.0
-32442.68777688625,111.0
-23441.90871002415,89.0
-21209.90346405065,54.0
-29603.932665490443,71.0
-39257.49199836544,74.0
-31227.031585445075,76.0
-35374.599844905526,75.0
-17724.808878506203,49.0
-30901.97550325904,90.0
-27706.193896202534,69.0
-19153.31843447115,74.0
-21188.34413214285,73.0
-31688.109959445297,87.0
-22767.37878580708,76.0
-25686.020243083094,43.0
-37010.577228283495,91.0
-25474.30377109224,59.0
-19512.512614500552,47.0
-37118.153991100306,86.0
-38646.959796857715,92.0
-17346.457694312558,43.0
-16982.499735729867,96.0
-23567.524051925266,63.0
-32466.54654613618,98.0
-21358.84953313719,90.0
-33458.78015847996,71.0
-28611.595663136653,54.0
-30930.224929580494,24.0
-23887.323064978522,76.0
-44531.61944691643,66.0
-29957.090303506728,55.0
-19108.452622460358,86.0
-26687.08690492891,99.0
-37070.08084048216,64.0
-22258.37876516972,64.0
-33356.57217794,95.0
-34671.869822055116,40.0
-29965.30086833524,64.0
-20836.94710765492,62.0
-18663.41399501093,93.0
-29048.391009439518,37.0
-33764.50426628421,101.0
-22188.55226002986,101.0
-21266.2019207255,48.0
-18356.035224974516,58.0
-24390.08931179869,47.0
-23152.85672234549,65.0
-18091.594007024923,64.0
-16881.105154187102,39.0
-42730.26391309936,62.0
-19001.01516897813,90.0
-17914.905309637397,53.0
-39633.73383185431,78.0
-18819.39270063679,88.0
-28799.59629621238,86.0
-24305.743270244348,76.0
-20813.97540694236,62.0
-17004.36976549897,66.0
-24616.718539960344,89.0
-28511.78195197381,79.0
-19000.445519694364,69.0
-25988.068438512175,77.0
-41101.47526038082,93.0
-27519.268821314647,65.0
-25120.159070648868,84.0
-19969.299914884155,89.0
-27175.574366776364,68.0
-31439.534428386745,44.0
-31248.895949809772,95.0
