sal_6_lc2vs0_iate,prof_al
-24175.49952887165,5.199828473677943
-37644.306245692795,9.972500710882604
-41774.24885514537,15.3398888031624
-33907.70380927214,4.202088819305654
-42734.5016392938,6.634496340496886
-28256.048735470613,4.774020377092698
-33525.43909255674,15.28429555509485
-38386.15852157819,11.93528310010809
-28922.21267130518,16.2401455468251
-42930.72263612295,13.528772408744375
-49889.004325146045,4.558770137425667
-49697.368101668486,17.25371450774734
-48631.796164722735,13.477180792474709
-38963.88178028837,5.844777126963486
-30453.211026623034,7.601526697287597
-45703.173919374734,14.0776378051572
-27526.60382064696,14.857835296222223
-48369.575924528755,17.949696992028777
-30994.778630340537,16.727012275144972
-48887.46672207018,11.713334595702674
-45485.61834542888,12.776524669721166
-29956.69873805999,17.013925080035023
-35958.05474157458,8.666842109846822
-47727.25408362625,15.11366605291241
-45547.68203741657,15.783582755202806
-49336.160620156275,4.4822920087565405
-44006.96607443006,8.807148343048238
-28746.232083108007,10.856385245915352
-26725.36900565235,5.068244989985891
-49844.62249313058,14.957066506343072
-34993.810378004586,10.71612012586223
-46933.609250371825,15.172429968889086
-38238.125144517304,10.817314626104004
-43118.61631691102,16.004217193077253
-34715.69681904313,12.19167338268177
-43306.858702936275,5.778198923238849
-42932.2512256228,7.677540104410807
-43760.05935382309,15.172962256158666
-36456.04356933512,9.192573852018228
-43460.075069463026,9.153353147604026
-32804.577091062376,12.645720268156488
-50095.18654631159,5.389155891860705
-40227.7906430085,17.794495433776333
-47496.92463854348,13.84187704621014
-50793.36457817829,10.248717798493946
-39838.197843851354,12.604926070500095
-48736.61675234159,17.531750531914025
-30380.601656884406,12.14500536114396
-25765.44589624832,10.129719679509446
-44451.463547010135,13.37446026677708
-27071.744359408982,11.954153957643742
-52616.62268830852,13.884474580134546
-32766.281007559654,16.9882955389471
-43637.05108317953,16.772582396058425
-37385.71304727884,12.851085094944375
-34893.187587386914,12.381906472780384
-54168.18276761321,14.292152258717186
-32226.48807958665,10.262430713167742
-37546.74613259119,7.810027123458474
-42173.35564754839,12.64975448622513
-32231.02645220509,15.350115924058713
-27745.50501997089,15.355151032563809
-44816.62856405995,12.82012091140108
-28552.125681694313,18.39196656034227
-34321.14290346238,10.464441985110302
-46466.44725565084,12.251114743177151
-26610.308041934426,7.871148225823708
-28978.79579667786,9.156795386091188
