sal_7_lc1vs0_iate,reg_agri
5953.581473813945,30.420569431073343
8464.159484895521,31.72492299534889
6955.3430478117225,5.69363914978576
-2020.5311061799873,17.156511257966585
10542.252531732003,10.425683441718604
586.1306613070965,12.336111894138924
4807.944093878533,13.272856279921823
7682.542326626746,13.272856279921823
1447.4128988806015,21.44874346620925
3889.160303714728,25.447105542939124
-13394.278717608087,38.426488642538814
8937.64384238371,20.90306101162109
9798.967674830703,25.447105542939124
5767.038233563755,1.132160989646131
9222.468931014644,12.782315118678907
12962.039103616275,8.332942688788997
4298.5463141792625,12.190795575052846
-6621.01969764985,26.302762831609364
133.68620445255692,17.05947641370443
-3060.6652236598984,30.409884059187547
-10470.3889259688,1.132160989646131
5694.045952312683,23.218144734904
-7517.611412784085,37.68124385002402
11040.95930020456,20.180144970495384
11872.05034125171,26.58932955325777
10152.859535544061,30.420569431073343
-7127.51135072515,12.190795575052846
-11020.034325460148,26.28135983123264
5034.745716134101,25.725153340464843
-10578.027809877756,13.272856279921823
9021.633432821927,17.05947641370443
8406.27612886288,31.72492299534889
278.7666532655521,17.932562693756196
8026.213406079298,3.927831006064245
6758.007200695987,23.14825227454956
-1742.209419884819,21.81703550251781
8594.16756648007,22.092249117524783
8082.334098990294,16.143774716964504
-10557.429991132149,9.518818038309782
6943.199170499402,18.79185971370501
9244.221824454076,25.59892040830825
11191.362756678775,20.28222278472817
6735.66239515811,26.302762831609364
7358.825751417266,20.28222278472817
5162.883729185534,38.426488642538814
8336.795607308963,30.420569431073343
2286.2286628231595,16.766249047417915
9865.436773882439,16.12384262285483
5945.2864227698765,18.757994207245872
9483.486279094846,21.81703550251781
5602.926294863125,21.83368081202904
278.7240398223548,33.36162869752894
-3430.044723143349,11.578951027428012
11411.257030759025,11.942906218623804
-13931.24622653872,10.52412367775796
2317.3674088288208,10.52412367775796
-13012.4128266551,13.608850492731817
6456.48340913016,30.409884059187547
8592.023239682683,8.332942688788997
9119.19420782378,20.180144970495384
-3219.749723097361,31.72492299534889
2397.4886960786353,13.23318471616647
12706.676142674845,25.447105542939124
8538.243984216904,34.4734454458848
-5304.003869083626,17.114253331641656
6508.104397677311,19.70368081017321
