empl_ttl_lc1vs0_iate,sect_al
-4.948054261668859,10.07365179352578
-4.578111859088714,16.80156397820652
-3.230183773696281,14.29366380159172
1.3276327758599846,17.60447013640254
-5.504426802571932,16.34262365410707
0.19740218502416718,14.250867743380557
-3.7681734953965305,5.584227618370866
-4.058591155271899,10.884169853481596
-0.6127430727358064,6.876545722211219
-1.3866245580209615,8.022938998903351
5.684290253260674,14.375711469500713
-3.9245604592515027,9.333905091584258
-4.249977880810943,5.108505545983842
-2.7508514322438367,13.760349627811008
-5.343410681848838,16.239913412438217
-5.859476615922035,14.081589276478278
-3.560316948943589,11.544087762845813
3.9605823782354577,9.185204750144113
-0.2781985129849933,16.317502705010668
1.2274432011773224,17.477112864169058
3.8812397465118122,15.716579181964525
-3.3427260873530398,8.994935032749678
4.9152560967964956,5.218827226790301
-4.71026634939384,14.288659287211557
-4.215989504466777,15.692530474215395
-5.861797327600664,7.913015801979398
3.195668435079152,6.142786405873864
5.222338304708721,14.147604730552498
-2.9020687387710535,16.176601459739913
4.280266659497552,11.000470633430488
-3.7225476618861912,14.05652253986378
-3.486853278044228,8.24275834530662
-1.3057265460516698,7.728752120030903
-3.2785683578171336,5.019228465525159
-3.342427794012711,11.91035613150846
1.3763720464244351,7.770074417325333
-4.010554469233904,17.951867968058835
-2.6537893485242208,5.132740986437116
4.728494152405938,8.901953679004293
-2.9711600162350447,12.325678788631842
-5.293375960119727,14.446609179035548
-5.378046175097144,12.595382164037684
-2.9478466195738484,6.06882738323647
-2.616589569519482,13.189723668675953
-1.1791202450774634,14.652281510498652
-4.311464470350409,17.368179616295293
-0.12053856032070254,14.137774779290114
-5.553943871730289,17.529853879408723
-2.5097217097954987,7.863236197357244
-2.955066446938946,11.61972469445422
-3.129404636961479,17.026004518860216
1.1985676546152861,8.363464107554325
1.93558641024354,10.92354258696166
-4.196079625440849,12.776723628408444
6.449172312966962,8.236443850825474
-3.0829091482839517,5.637380383048353
4.891619174263027,16.86852506771081
-4.391780743250741,7.825027595307594
-3.4463184400290006,11.089981435603669
-4.47581358746775,11.526992970305113
1.3776060924220008,10.466891721204302
-1.9133030567665479,17.318579771385657
-6.274316227690827,17.019447742226482
-4.837873860188848,8.62573509918215
3.386321604051256,15.77053968373836
-3.4899290176169884,13.24387872366722
1.63337041131164,10.315705396356236
-1.4524888182921771,17.6982329127732
-3.4897655460277974,13.091803613294514
-3.8998745555076644,10.106893051838778
