empl_ttl_lc2vs0_iate,reg_pro
-8.520648196382673,25.442805384741487
-9.036513960348046,24.48031723822925
-11.027773318354884,38.30479248816428
-10.848264449380427,27.23029492891736
-9.21650221798034,35.43969589984596
-10.240856190244775,36.021807982956105
-9.725046360586145,35.48794104479353
-9.938630770402966,35.48794104479353
-9.913164399056683,37.424879126959546
-10.384701992095362,23.634277318491872
-12.35703702519145,20.98878429639096
-10.206003305037905,26.28022836679576
-10.336910455060144,23.634277318491872
-10.084121869868143,39.70178544635895
-8.57793623589498,29.0419683726385
-9.189087976506789,33.9596994808174
-10.517601117325048,36.18644355251131
-11.851816466179356,33.190710519682085
-10.195639754351077,37.31673442662566
-11.859182022907174,22.876594638877435
-10.81232871119416,39.70178544635895
-9.660448430618596,36.3573875871551
-11.43371924959742,20.146641489655405
-9.931826079819142,38.77222685532345
-9.629763409224312,25.46180534860576
-9.30756712552746,25.442805384741487
-11.09519707280143,36.18644355251131
-10.193717574721898,30.518765731198098
-9.644149294128837,27.11781509568906
-12.197905925355364,35.48794104479353
-9.19903107632146,37.31673442662566
-9.709522015720562,24.48031723822925
-9.14993085073568,27.20170607688317
-10.246272495497909,36.59621121258517
-9.433105520454761,32.02921160100115
-11.694647948666105,38.061462197476885
-9.658495738053084,25.91532590252785
-11.272177264526704,27.66410460043495
-10.997258730813522,34.59482682258063
-9.896400354963323,24.75709700399736
-9.110285730342847,34.0840234334754
-9.195455312792545,24.82275449516596
-9.923578455317159,33.190710519682085
-10.166569676919792,24.82275449516596
-10.221938147931361,20.98878429639096
-9.645664771620027,25.442805384741487
-10.892739424930184,34.87097908415335
-8.889015773942447,25.9568290114522
-9.850789041142534,36.895008747355305
-9.849731472238828,38.061462197476885
-9.473503196280683,36.36929448528463
-10.899028343915301,23.84441056974409
-10.1746247162341,37.21455824969987
-10.200970269729648,38.296041677123725
-11.01270215324514,30.93066410111383
-8.91894469940708,30.93066410111383
-12.568795042857769,30.88527758713494
-9.4218358786568,22.876594638877435
-9.757775059995858,33.9596994808174
-10.1421925883794,38.77222685532345
-10.203073547533272,24.48031723822925
-10.384217787089623,37.12391018969001
-8.769977288930122,23.634277318491872
-10.119649571597561,24.043591501893573
-9.909160025655645,39.689354456040704
-10.252262104664542,24.377349804657285
-9.721356317654827,36.66915348581493
-9.461787390242426,38.061462197476885
-9.840602584946117,30.93066410111383
-9.509233593680545,33.190710519682085
-9.907832384522505,33.2979334027342
-12.035366856823707,36.66915348581493
-9.67219695674288,33.465850046515826
-9.702311541182748,36.18644355251131
-10.157645570391917,38.59436571998607
-10.354063568541932,34.87097908415335
-9.840356491401145,33.9596994808174
-10.789384180048387,24.82275449516596
-10.492377888830074,36.66915348581493
-12.92503242542784,34.0840234334754
-10.736164896877035,39.70178544635895
-10.3160545963501,38.30479248816428
-8.153613023544457,25.975826758331387
-10.055940317757285,25.6381268714252
-9.427374998052786,29.199819087564737
-10.121700859929309,26.55757221818568
-9.629959329284103,34.78150641425992
-12.370405682234214,34.24810373671474
-9.459626785566492,39.16550782865332
-9.753075045881447,36.36929448528463
-10.998309657816325,38.14609730811835
-10.5236644558253,28.60821615898056
-9.621047811319128,32.14515376327497
-9.448364762468906,25.91532590252785
-10.577199773266319,26.28022836679576
-11.960123499908063,34.78150641425992
-9.446066246066291,38.14609730811835
-10.57145580949983,25.46180534860576
-9.996614347794411,37.01842441720488
-9.443048800394221,36.59621121258517
-11.001752564168724,36.021807982956105
-10.668446763813105,25.91532590252785
-10.011057218589505,30.221990924441656
-8.428429536592514,24.48031723822925
-10.438100915285943,34.24810373671474
-11.030835377331124,20.12142523431465
-10.621612861922124,38.30479248816428
-9.728779524226058,32.14515376327497
-9.89604588781933,24.48031723822925
-12.560974413090882,33.2979334027342
-9.588746663009614,29.199819087564737
-10.080868281245316,35.43969589984596
-10.458322574945484,38.296041677123725
-11.760905447335789,24.75709700399736
-11.095523206858587,38.59436571998607
-9.017471192249786,34.78150641425992
-9.61967810906311,30.93066410111383
-8.888460249681081,32.03486507724899
-9.725023991346584,32.02921160100115
-9.223526953560905,30.221990924441656
-9.816592033588343,25.46180534860576
-10.168953910915132,25.91532590252785
-12.777593094882313,23.634277318491872
-10.946109751742318,24.043591501893573
-9.81864233063424,36.895008747355305
-9.20604145695558,37.31673442662566
-12.174833274821353,30.93066410111383
-8.727100680617012,34.87097908415335
-10.13833918351474,25.91532590252785
-9.876879346001232,21.445839558321627
-10.098750870818735,39.63041727705111
-11.482464156191416,29.0419683726385
-9.36664555807634,26.716134404846965
-8.882778296244648,28.179167977526696
-9.491075591425286,37.21455824969987
-9.773661529379572,39.16550782865332
-10.806979095629483,20.98878429639096
-11.502484371212766,25.6381268714252
-10.820756766692915,33.465850046515826
-9.36303577799761,29.199819087564737
-11.090329675143817,39.53053733424087
-10.566436276298457,38.14609730811835
-12.373428021172355,36.18644355251131
-9.828773552568743,36.895008747355305
-9.632346997587275,36.36929448528463
-9.99944994107756,37.79198604260468
-12.471106491651504,20.63169958684676
-10.229312508183632,27.23029492891736
-10.87864092859638,35.46200090328086
-9.02126843339164,34.59482682258063
-11.029485251422436,33.465850046515826
-9.397521856454375,20.63169958684676
-9.155591950998469,34.78150641425992
-11.023932103741574,26.716134404846965
-9.396471513935985,25.442805384741487
-9.205618277247035,38.30479248816428
-9.964954190713566,25.6381268714252
-10.716810416266659,26.716134404846965
-10.123332432491273,39.16550782865332
-9.200909757716554,30.93066410111383
-9.792386472748367,24.043591501893573
-10.269910985776223,38.77222685532345
-8.796766366474326,26.55757221818568
-10.18980652394047,20.146641489655405
-9.707114129850378,33.465850046515826
-9.811818881657667,30.518765731198098
-9.590029593766667,35.46200090328086
-12.163348331632665,34.78150641425992
-9.626638301955285,27.682115880587865
-10.275839982642612,23.634277318491872
-10.584206704675292,36.021807982956105
-9.92929785273191,32.14515376327497
-9.3801771920225,29.98075197420983
-10.792492469547005,36.021807982956105
-8.488964044793173,25.9568290114522
-9.929976957334661,20.12142523431465
-10.245445066130117,26.111065750636296
-9.710914159450242,32.03486507724899
-10.16837791285629,24.75709700399736
-10.846009148558688,32.14515376327497
-9.175507122345785,24.75709700399736
-11.084580025927547,33.2979334027342
-10.393545648955406,30.019946390682776
-8.906668990916799,20.98878429639096
