sal_7_lc1vs0_iate,nation
5953.581473813945,1.0
8464.159484895521,1.0
6955.3430478117225,1.0
-2020.5311061799873,1.0
10542.252531732003,1.0
586.1306613070965,5.0
4807.944093878533,1.0
7682.542326626746,1.0
1447.4128988806015,1.0
3889.160303714728,2.0
-13394.278717608087,1.0
8937.64384238371,1.0
9798.967674830703,1.0
5767.038233563755,1.0
9222.468931014644,1.0
12962.039103616275,1.0
4298.5463141792625,4.0
-6621.01969764985,2.0
133.68620445255692,1.0
-3060.6652236598984,4.0
-10470.3889259688,2.0
5694.045952312683,1.0
-7517.611412784085,4.0
11040.95930020456,1.0
11872.05034125171,1.0
10152.859535544061,1.0
-7127.51135072515,4.0
-11020.034325460148,1.0
5034.745716134101,1.0
-10578.027809877756,2.0
9021.633432821927,1.0
8406.27612886288,1.0
278.7666532655521,5.0
8026.213406079298,1.0
6758.007200695987,1.0
-1742.209419884819,1.0
8594.16756648007,1.0
8082.334098990294,1.0
-10557.429991132149,5.0
6943.199170499402,1.0
9244.221824454076,1.0
11191.362756678775,1.0
6735.66239515811,2.0
7358.825751417266,2.0
5162.883729185534,4.0
8336.795607308963,2.0
2286.2286628231595,2.0
9865.436773882439,1.0
5945.2864227698765,1.0
9483.486279094846,1.0
5602.926294863125,4.0
278.7240398223548,1.0
-3430.044723143349,5.0
11411.257030759025,1.0
-13931.24622653872,1.0
2317.3674088288208,1.0
-13012.4128266551,1.0
6456.48340913016,1.0
8592.023239682683,1.0
9119.19420782378,1.0
-3219.749723097361,2.0
2397.4886960786353,1.0
12706.676142674845,1.0
8538.243984216904,1.0
-5304.003869083626,1.0
6508.104397677311,1.0
-3988.5053650855625,1.0
1615.2895637602614,1.0
4415.370816577562,1.0
8835.536156199285,1.0
-12044.882760781253,2.0
-10803.475381155049,2.0
9145.399011089045,2.0
-2099.758615756405,1.0
10908.435183384005,1.0
9230.276218078732,1.0
8265.641815684608,2.0
305.37753266011555,1.0
-1121.5174551133,4.0
-14952.841476965114,1.0
8888.239247329333,1.0
7487.523067365497,2.0
4515.458127579725,1.0
8050.305828954639,1.0
5618.289139556842,1.0
6956.717943621494,1.0
6583.677596505942,1.0
-620.8995594502085,1.0
-11346.419775309852,2.0
3724.396124565168,3.0
-9060.6659610383,1.0
-46.94769175680676,1.0
11725.263092941304,1.0
6737.31052158207,2.0
5973.998567087954,1.0
-16592.641741688924,4.0
7158.139647361583,1.0
-4138.537774801964,1.0
3321.4132220949245,4.0
3018.1404070826884,3.0
4475.890759536207,1.0
11147.871202982486,1.0
1441.98206890047,1.0
6551.4836993799645,5.0
1620.2932177768225,1.0
10490.31907460737,5.0
-7935.279643743059,1.0
7556.401979645113,1.0
-5977.45940844781,1.0
-1740.9561587619555,1.0
-5542.375007229213,1.0
1121.4808871324676,1.0
-6385.016124903303,1.0
-6364.392670408337,1.0
-3489.5754877433646,2.0
3742.4638845146133,1.0
3074.8483730289317,1.0
9979.366507432816,2.0
5533.11074465571,5.0
9823.657636166306,1.0
6577.993484535513,3.0
