empl_chge_lc1vs0_iate,earnx1
0.19348226718683503,994.6296221045262
-0.6561314834979083,1300.4341348500961
-0.84494281868543,0.0
0.945692841418351,492.3538817265027
-1.0064907230465774,2596.67381526939
0.5348488850662148,1743.3766496691196
-0.17750663801513133,1039.4234270616687
-0.5012945001812743,1419.020133168046
0.5140829216959502,308.4632670927226
0.28396070907677595,2554.7601949945533
1.3832264855414242,2765.2373708602654
-0.8769711535691751,1786.5038800825016
-0.20315471068873964,4123.048044576214
-0.30900037196505603,1395.1766837062169
-0.6885925620519506,420.0107521787132
-1.2742951940684368,4376.964995151424
-0.013785470693807866,1184.945230744679
0.7669310625337044,3715.7380208798586
0.6112494780097184,378.0834741638525
0.6735771192693415,3108.316098318286
1.0389574174377803,769.9988660048341
-0.13201401606238844,910.239285757953
1.759654190162267,2629.4232436294387
-1.1551552381266537,2238.7570409712052
-1.2779368405702924,709.4347828549727
-1.2282012228479373,873.995710204487
1.1030083464080185,1690.0940197030131
2.2366299789057447,1226.2186615134185
-0.19474240830381317,652.8030681832854
0.7004783076462677,2937.58194917987
-0.5795729727442487,2933.2900913523317
-0.7740850018451025,1989.3244952047917
0.2556931532509614,1307.7446573057587
-0.7456553522870846,646.2121959290417
-0.37347974753997915,0.0
0.7769388974168199,3511.8582761996868
-0.7652187664344375,1569.1363630581277
-0.07621465039704661,3450.7952958329715
1.5318977829809315,2248.629193036797
-0.4464310376354319,1490.2089667020414
-0.5853448782456725,406.920043469496
-1.28401740963856,2034.7310956304932
-0.21566380838760535,1410.0891997538715
-0.4340267573781114,3750.5435069296996
-0.31346775306921404,2230.4758566951286
-0.44239693323754126,3511.577444488947
-0.20932286758749127,1023.6929418040424
-0.6587384725625713,2252.5949929505014
-0.07349412323191945,267.7472318830555
-0.9997574944937051,920.309880102695
-0.254379047303225,509.41359623887024
0.2857753351560003,905.626167649221
0.9832261792628562,1239.6646884008817
-0.8006883604148183,3896.952074690589
1.646412659587566,3020.9048532883157
0.020150261832001526,1770.433009746093
1.322590485712704,4439.016976393531
-0.16830086380884582,1106.9566236985715
-0.5839209503821947,2143.1652462243183
-0.8265403245508942,0.0
1.7509948299627835,377.3089922005976
0.16046801893791363,216.7868816428233
-1.187653762339714,3644.500333135782
-0.24389060410859928,2185.9098637779325
1.1272153546722774,1193.643901914762
-0.02258445740998727,3724.4087790946874
1.2120198316363247,730.1109358289319
0.3463006888629179,1590.5991722408305
