sal_9_lc2vs0_iate,earn_x0
7870.874531802361,1193.332697145667
12888.31944530725,3244.6781523613786
533.8423601638247,3719.2213222458727
-1375.4042867302232,3085.6925448433512
2326.3934122477795,4004.131002137021
2189.1032991588654,1755.8269456412604
6308.470549369705,2584.370630726857
7422.200161121675,3413.5281476890164
2768.095929657122,1933.0884472848177
5783.823272553664,3968.939722213053
-6503.029360579616,4292.975371818628
5259.368196432814,4686.399666895838
4258.426784341282,4759.08314777485
7442.142983665517,3485.7685658506025
11407.064320834663,2430.071681191421
-1510.5974733271514,6995.563964901388
4786.1457397285485,1800.598031556699
268.30291500480007,4116.599833906231
2812.5133056065756,2272.22316109235
-14299.216998691398,4645.666832185667
3938.7411709633498,4911.659106698894
9903.442042910609,2285.6646826609804
-468.46420554098813,2845.918390197516
1014.4725232456653,5615.714002697792
3490.8978086337147,4666.231885699818
-990.3984104745599,5196.638068029913
-3846.847991681565,4076.92783250837
485.3361923592802,1749.6442113020514
10165.330203671285,1342.3696338424595
-2799.1980315123214,4490.609342053655
11917.406228366228,3043.1471959793835
618.9191795214315,5155.20693112442
10810.338397599466,3362.485159182663
4113.437234271605,4016.4146395269454
7502.008570958751,2790.325407162434
-520.5007288973552,3760.962602912711
8497.13629690101,3844.823230717023
3131.496794594654,3925.744144977282
-3894.216751539267,3494.914466391914
10345.932455492191,3914.4693519501134
8109.949834620071,2504.4669564633064
690.9116503369564,5127.58637675137
11306.908387927859,3562.886665982977
10928.188097720822,4346.035705503462
-7337.37998096228,5810.071824153135
3026.654833039014,3785.74193468117
-3217.682975288458,6312.9529453602845
4691.455642526187,2434.186954334409
9828.21458093688,1479.981545887037
4783.484859219516,5557.065867351301
10922.347453858445,1104.7599895524174
5038.277976958485,5894.174450994807
5364.634809299791,2843.929690002449
3858.440442666751,4204.431798818756
-1887.945701426513,3367.087933725305
7727.857015203585,2758.136380043928
-7451.419736903623,4848.983973726757
3144.7516062358004,2644.3239547182543
8544.08065323127,3348.914555933196
1473.3046484063998,3839.682281385358
286.2984698138398,2467.059948003984
4298.421442218057,1236.9125442854886
1449.7054672341155,5868.199214033304
2458.021568123584,2123.3307829249434
5939.140853150053,2944.7052830965613
8188.651597377383,4086.564922510373
-1372.7021021247865,1236.4920310371217
7066.150737845893,2203.298269765708
8803.631433103272,2242.9010708714964
10679.729853334135,2976.345607665452
1758.6255096828063,2272.331181046973
-3623.5363305024034,4828.744599623171
9521.29822843405,4165.808696028897
-2659.213659020682,2500.315969941594
1967.8643507951183,4574.99517557822
9877.034288757308,5258.3726816026565
6898.648807185147,3270.529189816006
-1569.7050754635657,2434.5966870970765
-2376.735042950807,1786.5048007083049
-8544.735303795649,4163.551036313568
7165.626353134677,5599.091023144334
-317.2154252374321,5274.488011403746
6737.147800886679,2588.3768914809834
9612.428422419647,4984.429703094995
12191.632820418617,2905.0417548316573
11340.004034195721,3032.276959379162
5728.3289253267185,1435.250251714145
-2174.6386915408566,5350.084099674365
1283.1444527377853,1416.433288731004
10608.865448603174,4316.491897663433
-3799.0736535541346,3159.514622200561
553.4506746018242,2857.256750136862
2023.9012182450278,4187.695951252252
7551.769632087733,1942.731746497484
4051.41798867355,4363.1648051243
-2934.4243930404623,4102.243463528355
3214.2508965920188,3192.489464462401
3946.291938952048,2960.379801999077
6056.635818602758,1821.6106586686767
7770.722457303993,3525.110567871369
6478.699316412978,4273.646766912285
-1379.135178868911,5005.150621529395
2294.4328499923276,4166.827593997135
12358.531680560793,2466.037967760853
4655.941009856786,1392.4133414491428
-3891.095425748962,4794.484188827246
3932.3828403189627,3751.7426100040575
9717.157341584574,3733.3803090074
-3240.6201125610505,2463.1960026471934
-5082.297162713985,4941.75256753342
8486.16743703295,2959.1602158750347
2151.2009497591935,4176.901486798269
-2353.5049108673593,1970.7023382414168
-2481.7316409909918,3607.59350893063
2082.5367536881686,3980.372097176493
5706.905711578856,2005.871285241926
6264.603681713767,3473.3885679187806
8824.797762984275,2801.278027465041
10014.124346965338,3180.064792589384
130.79845952167352,5955.268136243457
9860.92061460393,4029.063675124101
5442.470261874626,4251.443448339634
-9264.433819091655,4376.287514555002
-6418.5645967520395,2914.4940641390226
-1091.1936663597526,3007.191003591542
8092.033773759564,3171.015817943025
-4632.540000564519,5723.4384249604
12669.287244286412,2869.2253710300465
9442.381009430737,4296.829243576472
11692.161652937908,3155.162002986955
6803.723014819605,2189.401971175196
-4646.3824868039055,3764.2748020453705
6456.761345825918,4701.282450358163
6995.265395697819,2338.9285731119826
10364.520531165173,2203.096480877128
-898.130199955614,3525.529953768866
8079.990285306178,4041.3365993475
-2340.72041079353,4137.11279849873
-15648.14484893233,7140.324224398464
3987.869222792226,1888.5507874313764
4294.076758677501,3978.142203617335
2426.4581672868608,1615.7314115125334
-2929.9063879332543,5713.4417634892
5221.627952668914,3086.749538023775
13961.206748710158,4385.364117998522
9350.949854775063,4377.644339969802
-6207.302938360535,5378.628361660634
847.3047072608888,1931.0782440644648
3071.5896839545553,3555.0888770035867
11497.734136285257,2288.560613092506
-359.86192852488057,5310.097974352306
4381.634181004391,1581.78916347634
9667.430174861616,2354.727117399696
-14163.136502259998,5918.104208776785
6925.7296938482295,1796.579736764528
2912.9462186780456,2802.223139718544
8799.493090724169,3295.4554934628763
1687.1970148551336,3722.339124487471
1579.526098545687,2138.2240765651104
10821.92611721299,2601.928364168456
-3650.864360540784,6323.573096570325
9742.557374548425,4338.226220740814
5598.796543119883,2040.3741533227096
1782.7942411083159,4471.393377297148
11611.267291880478,3329.7790955631845
-2816.3828658022926,5336.830195138055
12658.261863533058,3443.4292234999743
-1895.848120737769,5468.090696668703
8085.793884675193,4121.935428767277
9388.362409272686,3476.709266023497
902.1921831642204,4348.132331540891
6152.728202026662,2421.5381742493128
-1667.2923622197354,5836.328468882115
2664.356391106515,4447.062698665194
7379.675199325183,3102.841731317086
10033.087680342445,2468.074948640741
-734.0312922779663,2826.4073615878106
4988.045221822715,4030.121512328451
-2578.8027878017974,2233.316892300849
-88.54371670886712,4488.992329483356
4248.150829846613,1799.1312460844028
4217.44419001134,3344.532240136754
8286.280026774271,3171.728825790159
4254.034890246282,1732.4346918845558
10286.130656572557,1385.2972817249608
2800.5263129002224,5776.512629351454
2107.7065415638135,3544.538988758148
4695.561298385854,2112.146559783313
405.3190607162344,5145.180783131548
1081.7667769744085,5097.243335181243
3219.0485562604044,5426.0752291613
8844.012827097515,4894.706522457524
-1814.6156092333665,3861.0471569373294
-4349.950143424325,2698.784413288972
8600.428360279442,3013.629550984904
-4348.452473436278,6382.177927898954
1094.5334087371857,2403.0838435498385
8779.405775839532,2482.1997869676475
646.5969166610537,4276.496145311158
8586.488280952428,1454.506432689
-591.3895231410488,2714.933118758521
-4710.763342676901,4914.307897645444
445.97040118072346,3126.3134159404417
4910.516672193606,1619.3065509972791
2358.653586102409,2527.784509468013
1437.7680200496993,3771.7859168083537
2938.079091516203,2801.6215599245006
-8395.425588298518,2623.0446577251205
2075.0040578246635,2978.601011678399
447.8537311745904,2467.6711803404537
-3228.109354069021,3830.3825104348575
4427.383271852271,3653.944223358132
-7114.979890831338,5165.984056671632
7061.143144535829,3668.846712783567
1837.0250127952006,4197.2032693262
912.639663689343,4119.146808841497
1228.0278277566858,4808.331879334657
6267.617815736812,4924.730435581283
2736.7396447922033,5484.717660448678
-5951.172459112928,4148.473288289153
8013.004725660968,1606.1147844477057
4358.499729113306,4467.088637684439
5107.2766898788705,2569.359907167069
-1709.91859457987,2123.234946887559
13562.53257347735,4096.23341909503
-3626.436485153981,3640.7433975626655
2598.154816194003,1503.696198122301
-3849.841344895958,3837.818161742435
7453.781889706178,3211.2343253916074
7564.4558888394,2680.867361264716
5791.688411646292,3388.4628070053545
6422.079073618834,3472.1371672790897
-1855.2433382563042,4032.918742548976
8854.821233659895,3743.445491839093
6627.012596508384,2021.4275954292896
1647.8078231043307,5027.096147286086
3004.62719763288,4138.790223026816
6767.102917607672,2976.7510811775605
599.3993622044268,4230.856145406076
-2948.788990907173,2639.3325484822367
-10610.134833129054,6395.766599036037
-12486.235606336471,4325.880865350576
825.434581975144,4945.593607146445
4593.216866175604,2681.0544517537974
7486.159727045607,3644.329421057144
7768.15059486403,3578.338011785222
-3743.6302885721025,4149.713017436649
-3255.556436295142,4415.613048401213
-101.57680315661491,1601.23685270193
-11125.815826590195,7344.155862815863
6640.454592255233,1749.8680771010422
10341.259449452053,3717.6271465220457
5254.6731130865055,2675.427876970608
3021.0240452881308,5694.560637039672
-6622.319763715015,3929.545770025674
107.95776694021743,5600.964882255158
-5492.27516509644,4317.687849879147
3883.5587262395247,1877.6096410846887
-17132.95817254939,5603.655026878279
-385.88773943750584,4090.269455960972
-8708.68287159834,4839.295697285171
-9587.643172010658,4732.561724408808
-1015.6166305906588,4325.724163879226
