empl_ttl_lc2vs0_iate,sect_al
-8.520648196382673,10.07365179352578
-9.036513960348046,16.80156397820652
-11.027773318354884,14.29366380159172
-10.848264449380427,17.60447013640254
-9.21650221798034,16.34262365410707
-10.240856190244775,14.250867743380557
-9.725046360586145,5.584227618370866
-9.938630770402966,10.884169853481596
-9.913164399056683,6.876545722211219
-10.384701992095362,8.022938998903351
-12.35703702519145,14.375711469500713
-10.206003305037905,9.333905091584258
-10.336910455060144,5.108505545983842
-10.084121869868143,13.760349627811008
-8.57793623589498,16.239913412438217
-9.189087976506789,14.081589276478278
-10.517601117325048,11.544087762845813
-11.851816466179356,9.185204750144113
-10.195639754351077,16.317502705010668
-11.859182022907174,17.477112864169058
-10.81232871119416,15.716579181964525
-9.660448430618596,8.994935032749678
-11.43371924959742,5.218827226790301
-9.931826079819142,14.288659287211557
-9.629763409224312,15.692530474215395
-9.30756712552746,7.913015801979398
-11.09519707280143,6.142786405873864
-10.193717574721898,14.147604730552498
-9.644149294128837,16.176601459739913
-12.197905925355364,11.000470633430488
-9.19903107632146,14.05652253986378
-9.709522015720562,8.24275834530662
-9.14993085073568,7.728752120030903
-10.246272495497909,5.019228465525159
-9.433105520454761,11.91035613150846
-11.694647948666105,7.770074417325333
-9.658495738053084,17.951867968058835
-11.272177264526704,5.132740986437116
-10.997258730813522,8.901953679004293
-9.896400354963323,12.325678788631842
-9.110285730342847,14.446609179035548
-9.195455312792545,12.595382164037684
-9.923578455317159,6.06882738323647
-10.166569676919792,13.189723668675953
-10.221938147931361,14.652281510498652
-9.645664771620027,17.368179616295293
-10.892739424930184,14.137774779290114
-8.889015773942447,17.529853879408723
-9.850789041142534,7.863236197357244
-9.849731472238828,11.61972469445422
-9.473503196280683,17.026004518860216
-10.899028343915301,8.363464107554325
-10.1746247162341,10.92354258696166
-10.200970269729648,12.776723628408444
-11.01270215324514,8.236443850825474
-8.91894469940708,5.637380383048353
-12.568795042857769,16.86852506771081
-9.4218358786568,7.825027595307594
-9.757775059995858,11.089981435603669
-10.1421925883794,11.526992970305113
-10.203073547533272,10.466891721204302
-10.384217787089623,17.318579771385657
-8.769977288930122,17.019447742226482
-10.119649571597561,8.62573509918215
-9.909160025655645,15.77053968373836
-10.252262104664542,13.24387872366722
-9.721356317654827,10.315705396356236
-9.461787390242426,17.6982329127732
-9.840602584946117,13.091803613294514
-9.509233593680545,10.106893051838778
-9.907832384522505,15.476978700966145
-12.035366856823707,10.167569709079974
-9.67219695674288,15.355172624534047
-9.702311541182748,10.642562818606049
-10.157645570391917,7.506132412402403
-10.354063568541932,13.371527587668366
-9.840356491401145,5.288124522852412
-10.789384180048387,9.968173814820616
-10.492377888830074,15.312285008133465
-12.92503242542784,6.261874670776804
-10.736164896877035,16.211045561266953
-10.3160545963501,8.84718404554691
-8.153613023544457,16.24149366023247
-10.055940317757285,17.449297299740845
-9.427374998052786,15.616029127852032
-10.121700859929309,10.021375184528209
-9.629959329284103,15.162354302500775
-12.370405682234214,8.811025597714025
-9.459626785566492,6.865292874080373
-9.753075045881447,15.780847019648997
-10.998309657816325,6.907809363309408
-10.5236644558253,9.85794274588126
-9.621047811319128,12.984455320652028
-9.448364762468906,13.12957809832156
-10.577199773266319,10.68108127247229
-11.960123499908063,9.256130945881676
-9.446066246066291,15.26838073125554
-10.57145580949983,14.380460965173572
-9.996614347794411,17.834272153715688
-9.443048800394221,13.274359049494487
-11.001752564168724,14.343044403525958
-10.668446763813105,10.11396574670279
-10.011057218589505,14.806371994198072
-8.428429536592514,17.21851297954508
-10.438100915285943,17.748795909726056
-11.030835377331124,12.947610076035316
-10.621612861922124,10.967254372458076
-9.728779524226058,11.332843106445836
-9.89604588781933,16.736537792248306
-12.560974413090882,5.6584357211377405
-9.588746663009614,17.350311941734546
-10.080868281245316,11.065702270602252
-10.458322574945484,16.363589823842794
-11.760905447335789,14.09629550130206
-11.095523206858587,8.445805723103849
-9.017471192249786,5.489593115303767
-9.61967810906311,17.032084035406463
-8.888460249681081,13.17494122317058
-9.725023991346584,9.877397355686192
-9.223526953560905,16.06961579133698
-9.816592033588343,15.662722613265828
-10.168953910915132,10.773556756960811
-12.777593094882313,6.06622465788692
-10.946109751742318,11.502621173759897
-9.81864233063424,6.763750290345465
-9.20604145695558,13.716173697500553
-12.174833274821353,7.696237899765242
-8.727100680617012,16.945306310445183
-10.13833918351474,7.555962881208051
-9.876879346001232,16.344912550145345
-10.098750870818735,7.741622192503377
-11.482464156191416,10.73691061703012
-9.36664555807634,5.010114345938318
-8.882778296244648,16.152000350189763
-9.491075591425286,5.788602360127483
-9.773661529379572,11.942732374323782
-10.806979095629483,14.218865333470236
-11.502484371212766,17.915057173864337
