sal_avg_lc1vs0_iate,region
-1148.7157186597578,76.0
-11718.244110317775,55.0
-5892.6812745419475,43.0
-3159.035855673721,56.0
-1751.808869251291,65.0
-14193.708567088272,42.0
-404.48705680869034,74.0
-11742.488339004598,47.0
-5881.630399346828,49.0
-12180.579641292692,41.0
-536.9362103508886,1.0
-3442.1904670571057,85.0
-7844.980110687478,72.0
-5198.832375801822,80.0
-8663.767338522608,64.0
-4981.931730344416,83.0
-1148.548326186014,81.0
-3325.209509403039,31.0
-5902.062608513033,55.0
-16177.091693922288,58.0
-7519.614909214413,77.0
-556.5006934991188,35.0
-502.1132889324456,17.0
-832.8669323597078,69.0
-803.098385916237,15.0
-6019.253974394493,50.0
-13551.490419301335,53.0
-5500.502572842327,26.0
-13806.984967583534,70.0
-12211.104086067402,41.0
-2231.611684375831,67.0
-19386.204384970133,10.0
-17010.185955027173,65.0
-6148.911821069386,75.0
-1054.0891395394665,61.0
-5048.934768514677,36.0
785.1335286409294,38.0
-8657.448372004357,45.0
-3683.3114541823106,85.0
-5387.808777099521,37.0
-18501.627354358832,50.0
-8623.227805993398,47.0
-22145.020420318946,57.0
-1598.6325643808486,53.0
-3102.0813243682865,39.0
-7039.304495392646,4.0
-9831.833507663157,48.0
-20976.0080672992,81.0
-19693.46331476747,43.0
-10404.19076796824,4.0
-14764.676652045948,31.0
-10467.251484857949,71.0
-15201.191261677857,44.0
-1177.9462121313957,72.0
-16260.942832224715,64.0
-1980.8578209797497,50.0
-9535.964416199,64.0
-5042.727981268076,14.0
-12248.190463503648,5.0
-1769.6951995626523,43.0
-4936.104325880915,60.0
-2976.376930842075,57.0
-16182.598340632368,50.0
-15531.459970847782,5.0
-16245.48708236116,26.0
-1877.363315294645,68.0
-6122.207271352547,58.0
-12785.321249138417,21.0
-12885.100287960291,23.0
-14034.294173018814,76.0
-9932.480122805735,53.0
-3948.573725673652,30.0
-3634.114316724872,64.0
-12287.344805987403,29.0
-1708.6779421014032,56.0
-3671.320273364723,64.0
-16949.866332791855,20.0
-10403.105992638042,50.0
-4323.101115311794,21.0
-4504.964236796286,17.0
-3018.4783630622296,76.0
-3698.751812517443,51.0
-816.5476910608542,63.0
-21769.191396688017,53.0
-11324.08890951542,44.0
-6401.482780364991,11.0
-4752.388506269862,80.0
-4126.334936248365,2.0
-10628.260960609432,81.0
-7171.745261846843,72.0
-12146.348963870134,1.0
-10747.3890915582,18.0
-7521.124242711461,6.0
-8501.421397128132,83.0
-17050.116457490774,32.0
-5140.694081190668,15.0
-8618.673045810123,77.0
-15035.647590064265,38.0
-6333.33204188143,60.0
-3116.317993212553,3.0
-3012.235524184305,59.0
-2446.7954755765804,70.0
-6019.723937528811,2.0
-6961.607885598829,24.0
-4768.010796063878,48.0
-3535.3967039300924,45.0
-15326.183152139649,48.0
-657.7451655403174,39.0
-9367.038798330734,70.0
-14893.887667154897,44.0
-4733.826482278974,60.0
-5461.704272678653,84.0
-18251.329264726042,66.0
-18906.956097589045,52.0
-2634.1253398391364,68.0
-6653.027314377927,17.0
-13488.268860463366,21.0
-4250.545613492002,21.0
-5007.615114845648,60.0
-1287.6041199756428,22.0
-4514.517508549528,72.0
-3571.089184913335,70.0
-2448.32926918215,33.0
-6065.6277993309,77.0
-3651.334230716144,51.0
-8799.96466501931,45.0
-16304.195988854284,17.0
-121.72854196432718,11.0
-5618.739763971915,5.0
-8854.136314929377,1.0
-557.9526696239868,79.0
-2297.742014503725,78.0
-17339.54978791275,82.0
-13352.824113785047,40.0
-3448.903742245411,55.0
-1907.128505498736,59.0
-13244.649515837506,21.0
-7800.50551726017,79.0
-5028.3233729086,34.0
-6481.8780047604005,12.0
-4352.590748586854,33.0
-18665.003473792225,79.0
-10244.750443134666,28.0
-5128.580366361115,53.0
-14010.838031100877,63.0
-4418.263491939748,17.0
-14490.087777987896,71.0
-6122.166529895597,26.0
