sal_4_lc1vs0_iate,voc_deg
-19954.994972657827,0.0
-29146.199747354854,0.0
-31433.024744821378,1.0
-27478.65232829765,1.0
-38631.071400739456,0.0
-22278.891971705772,0.0
-24204.91485495999,1.0
-29354.023810217484,1.0
-22014.83645411035,1.0
-34361.42852146404,1.0
-41092.16190647378,1.0
-41180.24634598078,1.0
-40243.90241887649,1.0
-29150.136101467542,1.0
-24006.898602131638,1.0
-42258.86377414164,1.0
-19358.97379678562,1.0
-39115.205022963004,0.0
-23448.822668852525,0.0
-38909.95974164018,1.0
-39702.48987425571,1.0
-22277.595721019636,1.0
-26288.68630089834,1.0
-40485.49538268829,1.0
-41330.13824445986,1.0
-42695.291425200194,1.0
-35916.118606586126,1.0
-16933.182969041547,0.0
-20584.131695808846,1.0
-39462.24436581133,1.0
-30001.400938728202,1.0
-42731.36462946981,1.0
-28006.1853940301,1.0
-33672.86151251089,1.0
-27860.55729002769,1.0
-30944.37217879592,1.0
-35320.908489962065,1.0
-33430.59998985071,0.0
-24506.14719153816,1.0
-33191.64899169733,1.0
-26019.55571569452,0.0
-43435.71137947413,1.0
-30099.32121515451,1.0
-37092.68920495328,1.0
-48867.95184566085,0.0
-32931.4167978592,0.0
-43936.631134135714,1.0
-25635.340856668423,0.0
-19938.743897824497,1.0
-40215.890883476284,1.0
-20843.122531205165,0.0
-48155.34635905884,1.0
-24846.135873147585,0.0
-36930.58623005346,1.0
-24443.686159512225,1.0
-24851.603308362268,1.0
-42264.1441729595,1.0
-25934.14454512942,1.0
-29381.163982017206,1.0
-33367.14854061719,0.0
-22718.196414816248,1.0
-20476.91025008636,1.0
-42881.4809853933,1.0
-23062.450465256832,0.0
-23895.023253822386,1.0
-37438.476408562936,1.0
-20028.154555522262,0.0
-22282.448281085213,1.0
-21578.085212128935,1.0
-29004.491318529384,1.0
-19161.916179614364,0.0
-42355.31251129725,1.0
-38286.969964331576,0.0
-23219.39934211219,1.0
-40276.06833313756,1.0
-40653.01177477254,1.0
-29277.755578732165,1.0
-24437.16617639319,1.0
-23001.50384066586,0.0
-36828.82184882531,1.0
-43407.956008045185,1.0
-42444.72178561178,1.0
-25456.075792557956,1.0
-41790.7332086244,1.0
-28378.14712759695,1.0
-28610.61925682743,1.0
-20289.072054281078,1.0
-43252.25805043618,1.0
-17994.25904318059,0.0
-37273.63005590277,1.0
-23557.82748938075,1.0
-26805.23855871579,0.0
-38486.70263158987,1.0
-20696.658162808922,1.0
-38700.47776504463,1.0
-32520.88810432009,1.0
-29174.6581131945,1.0
-25847.44037667096,1.0
-20926.3503817867,1.0
-29005.290682213697,1.0
-38540.80501603817,1.0
-40390.8648748322,1.0
-36608.069451455754,0.0
-25266.91695858475,1.0
-20515.473725697644,1.0
-39193.508217323244,0.0
-29125.702428765264,1.0
-30662.350310109232,0.0
-21410.097568917823,1.0
-44401.01780148946,1.0
-23344.749371833754,1.0
-35620.21904822812,1.0
-20487.370193009214,1.0
-24723.575312031935,0.0
-36026.61394059506,1.0
-19669.750622641608,1.0
-26962.687607562715,0.0
-27694.23925830335,0.0
-28120.583065608593,1.0
-42346.80764931825,1.0
-36525.02962273515,1.0
-39711.53673832417,1.0
-40902.011845372705,1.0
-24463.112943982414,1.0
-22795.094523215826,1.0
-29474.590382009912,0.0
-46605.193635506876,1.0
-27902.653140790942,1.0
-37934.05470791469,1.0
-28784.449452564753,1.0
-21911.775665648893,1.0
-28329.962962774232,1.0
-39344.82879373412,1.0
-23745.22240499276,1.0
-21657.300540561264,1.0
-30804.820705720926,0.0
-38126.276444049894,0.0
-39965.943902988336,1.0
-48043.23311771627,1.0
-20769.945223571056,1.0
-35955.11218492224,1.0
-20999.269232136932,0.0
-43644.44064051098,1.0
-29902.566454377928,1.0
-39664.455005387776,1.0
-36296.26292663389,1.0
-44899.74327594796,1.0
-17736.17113495728,1.0
-27302.155159091253,1.0
-21557.79057050258,1.0
-45804.60548155397,1.0
-18710.606833931037,0.0
-23750.10884498017,1.0
-48994.49593139242,1.0
-20090.11731715608,1.0
-28313.13580071384,1.0
-30333.88988667966,1.0
-33447.28632039226,1.0
-23232.150737468866,1.0
-24301.78116973926,1.0
-43837.84654732479,1.0
-36334.953462382444,1.0
-20263.320743539043,1.0
-40750.95578135038,1.0
-27762.297664290476,1.0
-40863.97826170769,1.0
-28980.007882729016,1.0
-43228.78679631225,1.0
-38659.030588224225,0.0
-29201.527237314665,1.0
-37008.97955600907,1.0
-23593.9860465912,1.0
-42141.608103081686,1.0
-40595.400930948184,1.0
-29988.7571925097,1.0
-24385.879700643003,1.0
-23140.940000940205,0.0
-34992.250931340604,1.0
-23177.351409485644,0.0
-39142.840242985716,1.0
-21469.355887281192,1.0
-27163.531026358534,1.0
-28083.841983116108,1.0
-21089.527049553064,1.0
-19944.664269063833,1.0
-47067.52932416965,1.0
-29038.584909784156,0.0
-21398.63071506244,1.0
-41841.151484037786,1.0
-46254.31186633343,1.0
-43345.55398803193,1.0
-38928.31644487512,1.0
-34316.65969854869,1.0
-26483.68076618026,0.0
-29360.09497281368,0.0
-42691.63042123959,1.0
-23845.45452010575,0.0
-23835.2476162469,0.0
-37515.86272429696,0.0
-19998.338423806774,0.0
-24550.596687369063,1.0
-44756.27071563051,0.0
-23708.680956887612,1.0
-19822.098259624872,1.0
-23132.502355120858,1.0
-29637.959473515264,1.0
-23709.043235450485,0.0
-23970.952313882663,0.0
-28567.977578411537,1.0
-20073.29805695817,1.0
-33739.32066241169,1.0
-28190.43222497738,0.0
-41492.90325050259,1.0
-32571.75864412315,0.0
-38932.85943932321,1.0
-37227.65907986678,1.0
-40538.05308091623,1.0
-37827.61777742483,1.0
-41062.68504153834,1.0
-37451.853752968935,1.0
-19850.08040975699,0.0
-35935.7673079316,1.0
-25342.107360487855,0.0
-19410.871543998714,1.0
-36166.91440427528,1.0
-26214.392490470414,1.0
-17789.48106703441,0.0
-31829.09854022703,0.0
-28017.412508173773,0.0
-25437.19560786425,0.0
-28184.553477202036,0.0
-28326.383386133297,1.0
-37018.98392895064,0.0
-29552.98198367612,1.0
-20530.902703444146,1.0
-41891.28702666166,0.0
-36392.73719422451,1.0
-29464.62874308342,0.0
-38147.312504819565,0.0
