empl_ttl_lc1vs0_iate,olf_x0
2.734145806375841,56.0
2.733763901957773,85.0
1.8047185994631745,51.0
-1.029717771406037,54.0
3.1263610473491443,38.0
-0.058981509782432884,28.0
2.1657381144013694,83.0
2.401928456837493,52.0
0.680329556031509,12.0
0.37195152843697965,39.0
-4.363686717930491,14.0
2.21452928952114,71.0
2.0035232215322507,41.0
1.6775215354926198,51.0
3.3898256321744142,62.0
3.1597167322302515,17.0
1.8160974559504925,67.0
-2.8322023695092438,1.0
0.31319667351234637,16.0
-1.052660357486031,31.0
-3.418035729968002,54.0
1.8727026339508603,40.0
-3.1887759186564897,6.0
2.5694095597617066,56.0
2.4864635896142526,44.0
3.2491501166020456,47.0
-2.3362346525388267,26.0
-3.5079892821939023,59.0
1.7186309813768772,63.0
-3.52097133699613,15.0
2.159930645919081,59.0
1.852752758681513,38.0
0.3699076130875494,32.0
1.9178539657701823,57.0
2.160631450806557,27.0
-0.6261038013853719,33.0
1.958838942250689,57.0
1.1133342992970636,21.0
-3.1127059603657656,42.0
1.5423922903156317,18.0
3.5174852906647156,68.0
2.9496877725277306,30.0
1.74200635567575,41.0
0.8954916852513479,30.0
0.7716246688652904,37.0
2.154390187064358,26.0
-0.6513851198052913,2.0
3.2416538799148142,75.0
1.5732221021309907,33.0
1.3239619574093768,40.0
1.9383928982007543,75.0
-1.1622728423962667,37.0
-1.5424114689106698,34.0
2.1725584863025142,71.0
-4.478808731445759,12.0
1.5760814257680673,75.0
-3.9561255197591563,49.0
2.6333899770995877,33.0
2.024175826505865,57.0
2.7096023228420094,71.0
-0.7575994947977511,54.0
1.0004787119368705,35.0
3.3335154833598812,9.0
3.0111929052101143,24.0
-2.238033096824865,14.0
1.3876771887399806,81.0
-0.8839388127776777,47.0
0.7071918039126455,31.0
2.0430095790870952,38.0
2.2773127688955745,44.0
-3.8358260977714917,23.0
-3.3195286790854146,26.0
1.9655469046584093,63.0
0.0858018191278409,41.0
2.4478863556712835,69.0
0.9489983442379888,55.0
2.3315956124252897,29.0
0.0030516954447437072,7.0
-0.30996877286502356,3.0
-4.661176893015084,9.0
1.4034833898168673,62.0
1.7750928352639108,38.0
2.4342910999078353,54.0
1.1553952192663268,69.0
1.2000313072705389,5.0
1.7024430779075965,54.0
2.1512849842218333,49.0
-1.2307092005259745,28.0
-3.9381129904370615,29.0
-0.22093567851775786,33.0
-2.713483141468007,35.0
0.029239094146691347,57.0
2.740999037576027,25.0
2.3455685052241786,47.0
1.1346567536375023,64.0
-5.513495984190348,14.0
2.1101217634670375,66.0
-2.155157257750108,24.0
1.3280505353346077,63.0
0.6186390937022539,57.0
0.020186536323699045,20.0
1.8339527168136254,57.0
0.22482520246320048,48.0
2.7561219455990296,54.0
0.8202144820340863,59.0
1.7463896876155114,71.0
-2.8833254532353116,58.0
2.0118319536341644,65.0
-1.0963495455229477,38.0
-1.1580040826449007,14.0
-2.4936147456200564,47.0
0.48854783723903505,38.0
-2.02326340563947,14.0
-2.4397440413060982,28.0
-1.8834638766699028,18.0
1.9182878558125425,69.0
1.0012685552394918,57.0
3.385887926836761,75.0
1.4692268757746358,41.0
3.189163429042102,82.0
1.33550000840608,34.0
1.3067182558223882,27.0
-4.269919966918624,15.0
-0.7899331161557186,34.0
-3.0742455485485447,57.0
1.7937287233276165,58.0
-1.6982975347151386,45.0
3.0072161216860893,28.0
1.453420912734048,75.0
1.2275433543629357,43.0
1.0186954040056821,67.0
-2.422986626340272,23.0
2.4985732514110555,47.0
2.672069364521887,75.0
2.49969368759018,76.0
2.536401307503007,47.0
1.398080109000261,43.0
-1.7450939772429286,58.0
1.7355630659915815,36.0
0.5430001191853933,42.0
1.1443384245697743,11.0
2.3718163603700546,15.0
-4.029200929192161,26.0
1.6519976779249355,5.0
1.131738773479312,30.0
0.9458064733306282,23.0
-3.923784261404748,21.0
-5.010523826434788,11.0
-2.8094959301403737,23.0
1.8336223598275065,43.0
-1.8638386417982162,48.0
-1.395636282998088,54.0
0.6839032867511148,2.0
0.814709522444101,35.0
-1.0873330908178123,29.0
2.6523973927629303,45.0
1.707231819019937,21.0
2.3383505040882677,26.0
-0.4325438463898721,12.0
2.473216356963428,83.0
3.2161435221320254,65.0
1.3200561754992934,62.0
2.640965786117774,72.0
-0.5551986239576103,14.0
1.160506773458901,20.0
3.1339495481071067,63.0
0.9578667875761142,33.0
-5.09392764085782,7.0
2.045657398995141,64.0
1.4190620940530214,82.0
1.7805083862039148,50.0
1.140248663845544,22.0
3.5339378627966633,65.0
1.4026926566385114,46.0
2.10136315452167,15.0
1.968866920385801,53.0
-0.5412218830540483,34.0
2.236763259929446,40.0
0.6978412031475405,57.0
0.4557428097757543,6.0
3.2059303683399896,63.0
-1.6612953520719065,46.0
2.032752907418458,75.0
2.9817002801241492,70.0
1.6761658710888403,64.0
-1.7841489637935468,23.0
1.9437227218639448,43.0
