sal_8_lc2vs0_iate,earn_x0
-5247.612371911615,1193.332697145667
-5936.081268004896,3244.6781523613786
-18919.441037239645,3719.2213222458727
-14707.782499432618,3085.6925448433512
-16469.15064708127,4004.131002137021
-12774.949402169912,1755.8269456412604
-12053.51819014192,2584.370630726857
-14026.353314398888,3413.5281476890164
-13983.383125352026,1933.0884472848177
-13134.478561131988,3968.939722213053
-29884.652334278326,4292.975371818628
-17681.150924771908,4686.399666895838
-16609.611673723204,4759.08314777485
-11969.49722271879,3485.7685658506025
-5950.023047619555,2430.071681191421
-21467.992990178907,6995.563964901388
-11945.720340139294,1800.598031556699
-23984.30313998409,4116.599833906231
-14270.983694386447,2272.22316109235
-31714.98443543093,4645.666832185667
-16666.270956639855,4911.659106698894
-9190.945167600374,2285.6646826609804
-16119.659878602994,2845.918390197516
-17563.439508625903,5615.714002697792
-12709.421738549398,4666.231885699818
-17881.349442808176,5196.638068029913
-21270.396143409,4076.92783250837
-10635.591001845487,1749.6442113020514
-6349.551233765742,1342.3696338424595
-25672.877520447037,4490.609342053655
-6822.170593997485,3043.1471959793835
-15317.612865724008,5155.20693112442
-7312.44221386747,3362.485159182663
-16567.308543593586,4016.4146395269454
-10771.937303749975,2790.325407162434
-23206.795175427615,3760.962602912711
-11427.513352134136,3844.823230717023
-16042.078033573867,3925.744144977282
-17658.06812471561,3494.914466391914
-11169.2081233098,3914.4693519501134
-11499.894941943663,2504.4669564633064
-13532.379106039434,5127.58637675137
-10474.096448959792,3562.886665982977
-7399.015417263921,4346.035705503462
-21831.303184256176,5810.071824153135
-12068.484378545403,3785.74193468117
-16817.388918640918,6312.9529453602845
-8416.27347501714,2434.186954334409
-9300.107912582052,1479.981545887037
-12865.209168249246,5557.065867351301
-7081.880304338444,1104.7599895524174
-15828.948926235358,5894.174450994807
-10728.199476209445,2843.929690002449
-13929.317983234097,4204.431798818756
-13986.61467723364,3367.087933725305
-8806.614629841293,2758.136380043928
-31091.26887296683,4848.983973726757
-12631.794461756977,2644.3239547182543
-10562.048830745493,3348.914555933196
-19426.966405927375,3839.682281385358
-13447.30051696412,2467.059948003984
-12487.276177898975,1236.9125442854886
-16920.067990057407,5868.199214033304
-12532.962823379248,2123.3307829249434
-9913.747962433377,2944.7052830965613
-13732.531740885566,4086.564922510373
-13666.649579562232,1236.4920310371217
-8937.991690188243,2203.298269765708
-11118.370337633276,2242.9010708714964
-9831.196112755113,2976.345607665452
-10573.756448907983,2272.331181046973
-28880.51804557306,4828.744599623171
-10686.25073508826,4165.808696028897
-13103.616710817836,2500.315969941594
