sal_8_lc2vs0_iate,reg_ser
-5247.612371911615,44.13662518418517
-5936.081268004896,43.794759766421855
-18919.441037239645,56.00156836204996
-14707.782499432618,55.61319381311606
-16469.15064708127,54.13462065843544
-12774.949402169912,51.64208012290497
-12053.51819014192,51.239202675284645
-14026.353314398888,51.239202675284645
-13983.383125352026,41.1263774068312
-13134.478561131988,50.918617138569005
-29884.652334278326,40.58472706107023
-17681.150924771908,52.81671062158314
-16609.611673723204,50.918617138569005
-11969.49722271879,59.16605356399492
-5950.023047619555,58.17571650868259
-21467.992990178907,57.707357830393605
-11945.720340139294,51.62276087243585
-23984.30313998409,40.50652664870855
-14270.983694386447,45.62378915966991
-31714.98443543093,46.71352130193502
-16666.270956639855,59.16605356399492
-9190.945167600374,40.424467677940896
-16119.659878602994,42.17211466032058
-17563.439508625903,41.04762817418116
-12709.421738549398,47.94886509813647
-17881.349442808176,44.13662518418517
-21270.396143409,51.62276087243585
-10635.591001845487,43.199874437569264
-6349.551233765742,47.1570315638461
-25672.877520447037,51.239202675284645
-6822.170593997485,45.62378915966991
-15317.612865724008,43.794759766421855
-7312.44221386747,54.86573122936064
-16567.308543593586,59.47595778135059
-10771.937303749975,44.82253612444929
-23206.795175427615,40.1215023000053
-11427.513352134136,51.99242497994736
-16042.078033573867,56.19212068260055
-17658.06812471561,55.88635513910959
-11169.2081233098,56.45104328229763
-11499.894941943663,40.31705615821635
-13532.379106039434,54.89502272010587
-10474.096448959792,40.50652664870855
-7399.015417263921,54.89502272010587
-21831.303184256176,40.58472706107023
-12068.484378545403,44.13662518418517
-16817.388918640918,48.36277186842874
-8416.27347501714,57.91932836569297
-9300.107912582052,44.34699704539882
-12865.209168249246,40.1215023000053
-7081.880304338444,41.797024702686336
-15828.948926235358,42.793960732726966
-10728.199476209445,51.20649072287212
-13929.317983234097,49.76105210425247
-13986.61467723364,58.54521222112821
-8806.614629841293,58.54521222112821
-31091.26887296683,55.505871920133245
-12631.794461756977,46.71352130193502
-10562.048830745493,57.707357830393605
-19426.966405927375,41.04762817418116
-13447.30051696412,43.794759766421855
-12487.276177898975,49.64290509414352
-16920.067990057407,50.918617138569005
-12532.962823379248,41.48296305222163
-9913.747962433377,43.19639221231764
-13732.531740885566,55.918969385169504
-13666.649579562232,50.71721377412224
-8937.991690188243,40.1215023000053
-11118.370337633276,58.54521222112821
-9831.196112755113,40.50652664870855
-10573.756448907983,47.05410925021325
-28880.51804557306,50.71721377412224
-10686.25073508826,47.97189674292668
-13103.616710817836,51.62276087243585
-17959.01024925051,53.08541388864003
-10071.496266680995,48.36277186842874
-13782.46557292678,57.707357830393605
-16474.89483920907,54.89502272010587
-15764.240231078948,50.71721377412224
-28745.982583084144,40.31705615821635
-17947.46642392244,59.16605356399492
-21472.93628477188,56.00156836204996
-6541.960065761239,52.40854258551276
-11658.795107039547,43.49521587724775
-7148.046106287589,41.57278495048693
-10323.71450867237,51.11621272212679
-9269.57857345864,57.267873487302026
-29115.64469282887,54.1093094876617
-9615.117265710232,48.04528843141448
-8861.114745064173,41.797024702686336
-17716.601925630002,55.1660020929033
-16340.103061847669,43.940765365608506
-14684.070456690177,53.89097997615204
-7644.1290129136205,51.99242497994736
-17645.626288756564,52.81671062158314
-21284.617047466774,57.267873487302026
-13330.575371410048,55.1660020929033
-12540.192397054574,47.94886509813647
-9402.80718760075,53.3341229438205
-9795.936310623623,59.47595778135059
-15211.71061492783,51.64208012290497
-18920.7873761804,51.99242497994736
-14363.490183207621,40.45295140473965
-3632.2607362219505,43.794759766421855
-11975.5970092164,54.1093094876617
-20815.78051022569,44.47355487462248
-14272.336117167273,56.00156836204996
-10667.303216113622,53.89097997615204
-14295.430723840464,43.794759766421855
-30380.561068380193,47.05410925021325
-7401.089893542667,41.57278495048693
