empl_ttl_lc1vs0_iate,sex
-4.928699860598675,2.0
2.6965090066973403,1.0
1.7620558424087647,1.0
-2.93173672281089,2.0
-3.0919302099313515,2.0
0.5583588201189764,1.0
-3.7356263895038566,2.0
-6.655212542053753,2.0
0.7357160119327779,1.0
-3.18645064868861,2.0
1.3286041622186504,1.0
-3.881312523180976,2.0
1.4731654130413205,1.0
-0.7645276353348445,2.0
-5.631874227218446,2.0
-3.3208300377576006,2.0
-3.1493218898440194,2.0
-3.8427721963640025,2.0
-1.768826460344338,2.0
4.083617846626088,1.0
0.9904568670271465,1.0
5.281561065245274,1.0
0.285111814239984,1.0
2.9335533326044665,1.0
2.6422594459892648,1.0
-5.315015336441778,2.0
-1.8951374603832871,1.0
-4.098469621036708,2.0
-3.163159495398601,2.0
-1.3159365168880546,2.0
-3.66228776544186,2.0
-0.9430543278354624,2.0
-1.8634320984711668,1.0
-3.922180911296234,2.0
1.5152438929868872,1.0
-1.8504436054156683,2.0
-4.430422371291685,2.0
4.033017913527991,1.0
-3.328643545639727,2.0
3.8571844535982738,1.0
-1.0869642056656645,1.0
-1.9480934178126688,2.0
-2.402990739524772,2.0
-2.4922555499285703,2.0
6.188500579654237,1.0
-3.6671800431640906,2.0
-3.576786378703322,2.0
-3.184404725449941,2.0
-5.032216082129008,2.0
-5.564928101308001,2.0
-5.789096156401348,2.0
1.057864246831892,1.0
-2.993544186994429,2.0
-2.8151851167112194,2.0
2.7032148231288566,1.0
2.8111796911471396,1.0
-4.270189495303227,2.0
0.7853303116207151,1.0
-2.9052596588680526,2.0
-3.5831539891236774,2.0
-2.6406135594675684,2.0
-2.5787404130824,2.0
5.790011169804853,1.0
-4.195155749669958,2.0
0.7423567168980283,1.0
-1.3188051483578598,2.0
-2.9425232281412566,2.0
-1.8914289265606294,2.0
-4.425609811980419,2.0
-4.083785918014666,2.0
1.9359278603434282,1.0
-1.3641915790213783,2.0
5.730039139788198,1.0
-2.669317415044541,2.0
4.2489000748380885,1.0
-2.920491607662772,2.0
-2.286368162367915,2.0
-2.626022481016757,2.0
-0.0014921717493887598,1.0
-4.620301458999122,2.0
3.9496153477386207,1.0
-3.097352240342386,2.0
-2.197169920827773,1.0
-4.9193975331987865,2.0
-2.050272740386348,2.0
-4.57837732462193,2.0
-3.266650153206836,2.0
2.78158209317433,1.0
-1.2713908164688643,2.0
-3.443093005614631,2.0
-3.1856512044866987,2.0
-4.543885470281109,2.0
-3.28170910744082,2.0
7.289783145410791,1.0
-3.003862290615729,2.0
6.226541330086663,1.0
-3.296077810788482,2.0
-0.9222330739054352,2.0
-2.600453275682445,2.0
-4.796593799140942,2.0
-5.4190079558301365,2.0
-4.7603069281691175,2.0
3.1147707072723896,1.0
3.6141004251715727,1.0
-1.4041545293485573,2.0
0.48718650972664146,1.0
-0.997545831507876,2.0
0.0733479950044087,1.0
-4.196698102993355,2.0
-5.216758000506769,2.0
-4.103434863906529,2.0
-1.8082222518816948,2.0
3.1229748387554244,1.0
-4.981961118859707,2.0
1.255831519395938,1.0
1.1137795085205808,1.0
-2.397750895029304,2.0
-4.834386753841398,2.0
-5.798727270849879,2.0
-3.9768858330842476,2.0
-2.5920778867504515,2.0
2.780424501544593,1.0
4.917592922835414,1.0
-6.153293331538096,2.0
-3.860039330523129,2.0
-3.132468009077958,2.0
0.7155902542130694,1.0
4.068561563806121,1.0
-4.074397056627178,2.0
-2.096643527363712,2.0
-4.632859048231376,2.0
-2.2502133952655012,2.0
-2.5300398987915727,1.0
-2.4699293444410717,2.0
-1.8704779355069163,2.0
-3.6226425968490226,2.0
-1.2000464665831618,1.0
0.030097019400271652,1.0
-0.11840102980952949,1.0
1.2113250294936613,1.0
-0.21340621446883157,1.0
-1.020295791838948,1.0
-2.8312897415884914,2.0
-5.1707534539992395,2.0
0.8301133756234216,1.0
4.70368038933373,1.0
-4.487083992421025,2.0
-4.955493228995909,2.0
-4.957338189952118,2.0
-1.997893903356383,2.0
3.23278600199146,1.0
-5.380478663329779,2.0
-1.3605140782720189,1.0
1.5207922614499356,1.0
2.0142294177177957,1.0
