sal_avg_lc1vs0_iate,earnx1
-463.5134964850075,994.6296221045262
-1847.6121512813606,1300.4341348500961
-3666.724739464624,0.0
-8612.123074431593,492.3538817265027
-2932.6937992341045,2596.67381526939
-5665.001479048335,1743.3766496691196
-3441.455896700628,1039.4234270616687
-2838.081801430034,1419.020133168046
-5190.987333464111,308.4632670927226
-6679.015808655394,2554.7601949945533
-21088.555720797518,2765.2373708602654
-5050.337640104915,1786.5038800825016
-4330.400558687103,4123.048044576214
-4328.147398870947,1395.1766837062169
-227.3310448535001,420.0107521787132
-3114.376081052069,4376.964995151424
-2435.840640920914,1184.945230744679
-16801.22053844198,3715.7380208798586
-6820.418310267503,378.0834741638525
-13760.996006129913,3108.316098318286
-18046.20407907882,769.9988660048341
-2321.9146750212035,910.239285757953
-13241.461328514491,2629.4232436294387
-3071.1915495259636,2238.7570409712052
-3206.1550970958815,709.4347828549727
-4154.286240049652,873.995710204487
-15006.888634045421,1690.0940197030131
-12021.335593992317,1226.2186615134185
-2070.320258066649,652.8030681832854
-18397.953562721774,2937.58194917987
-1889.9598735848067,2933.2900913523317
-6092.692729795937,1989.3244952047917
-7701.838036392345,1307.7446573057587
-4284.4747535413135,646.2121959290417
-3070.9207159497073,0.0
-10186.839265724968,3511.8582761996868
-4058.7263050805213,1569.1363630581277
-4234.555661910754,3450.7952958329715
-14841.704162924552,2248.629193036797
-4721.648946031485,1490.2089667020414
-146.33265380804733,406.920043469496
-4296.2630037981,2034.7310956304932
-3968.027247398874,1410.0891997538715
-5487.07629086311,3750.5435069296996
-10821.706583671672,2230.4758566951286
-3549.0933660013307,3511.577444488947
-11176.52039152875,1023.6929418040424
-396.6216945757319,2252.5949929505014
-1308.7933614894814,267.7472318830555
-4321.738163391497,920.309880102695
-1679.3250543333627,509.41359623887024
-13825.385441420818,905.626167649221
-9705.903919529801,1239.6646884008817
-1941.5600032764141,3896.952074690589
-17026.261987989732,3020.9048532883157
-5681.7423330438905,1770.433009746093
-20707.0330507153,4439.016976393531
-2715.2386861927334,1106.9566236985715
-2681.9901047023614,2143.1652462243183
-2220.630708743636,0.0
-8836.783466818752,377.3089922005976
-4080.681291087498,216.7868816428233
-3567.7506740129465,3644.500333135782
-61.335691092783236,2185.9098637779325
-11229.120037878332,1193.643901914762
-5514.657729756771,3724.4087790946874
-8119.786103787983,730.1109358289319
-5653.52315359179,1590.5991722408305
-3021.041312560856,1532.5232360976688
-2202.385252410416,1216.9844187595627
-13711.866136237812,859.0392251769102
-18989.895255672345,3142.994292176163
-3881.4391296977374,3797.5893637938043
-8124.260113193133,1555.2976861453074
-3051.0709837098984,1547.748552673466
-4554.147313564168,882.5059022403984
-2590.3474344504584,1829.0698868061627
-6908.662810779987,402.43950306456145
-6718.468603575587,317.9757201062457
-20004.11782997079,3865.406348016244
-4994.17674915204,2894.03642180361
-5496.559239267674,845.923201710562
-4302.962053225012,1650.205873539704
-5998.531895427332,1825.4446931141981
-4408.9201187223625,1626.0212949641452
-3362.967842835391,1208.7697053764982
-1128.8177198612432,566.9900906170922
-12334.234629367966,4682.290441887248
-12821.893128497695,240.7149933096506
-8054.551426553307,664.2237846495149
