empl_ttl_lc1vs0_iate,reg_agri
-4.948054261668859,30.420569431073343
-4.578111859088714,31.72492299534889
-3.230183773696281,5.69363914978576
1.3276327758599846,17.156511257966585
-5.504426802571932,10.425683441718604
0.19740218502416718,12.336111894138924
-3.7681734953965305,13.272856279921823
-4.058591155271899,13.272856279921823
-0.6127430727358064,21.44874346620925
-1.3866245580209615,25.447105542939124
5.684290253260674,38.426488642538814
-3.9245604592515027,20.90306101162109
-4.249977880810943,25.447105542939124
-2.7508514322438367,1.132160989646131
-5.343410681848838,12.782315118678907
-5.859476615922035,8.332942688788997
-3.560316948943589,12.190795575052846
3.9605823782354577,26.302762831609364
-0.2781985129849933,17.05947641370443
1.2274432011773224,30.409884059187547
3.8812397465118122,1.132160989646131
-3.3427260873530398,23.218144734904
4.9152560967964956,37.68124385002402
-4.71026634939384,20.180144970495384
-4.215989504466777,26.58932955325777
-5.861797327600664,30.420569431073343
3.195668435079152,12.190795575052846
5.222338304708721,26.28135983123264
-2.9020687387710535,25.725153340464843
4.280266659497552,13.272856279921823
-3.7225476618861912,17.05947641370443
-3.486853278044228,31.72492299534889
-1.3057265460516698,17.932562693756196
-3.2785683578171336,3.927831006064245
-3.342427794012711,23.14825227454956
1.3763720464244351,21.81703550251781
-4.010554469233904,22.092249117524783
-2.6537893485242208,16.143774716964504
4.728494152405938,9.518818038309782
-2.9711600162350447,18.79185971370501
-5.293375960119727,25.59892040830825
-5.378046175097144,20.28222278472817
-2.9478466195738484,26.302762831609364
-2.616589569519482,20.28222278472817
-1.1791202450774634,38.426488642538814
-4.311464470350409,30.420569431073343
-0.12053856032070254,16.766249047417915
-5.553943871730289,16.12384262285483
-2.5097217097954987,18.757994207245872
-2.955066446938946,21.81703550251781
-3.129404636961479,21.83368081202904
1.1985676546152861,33.36162869752894
1.93558641024354,11.578951027428012
-4.196079625440849,11.942906218623804
6.449172312966962,10.52412367775796
-3.0829091482839517,10.52412367775796
4.891619174263027,13.608850492731817
-4.391780743250741,30.409884059187547
-3.4463184400290006,8.332942688788997
-4.47581358746775,20.180144970495384
1.3776060924220008,31.72492299534889
-1.9133030567665479,13.23318471616647
-6.274316227690827,25.447105542939124
-4.837873860188848,34.4734454458848
3.386321604051256,17.114253331641656
-3.4899290176169884,19.70368081017321
1.63337041131164,12.613632740062826
-1.4524888182921771,21.81703550251781
-3.4897655460277974,10.52412367775796
-3.8998745555076644,26.302762831609364
5.436816063188527,19.647957347052547
3.7496934542546665,12.613632740062826
-4.248230258791732,18.562253210557493
0.31380723920020004,12.190795575052846
-4.149337294975304,8.320220391373894
-2.4455956673903776,16.766249047417915
-3.5938970168129813,8.332942688788997
0.12389493903963,20.28222278472817
1.0171740108050566,12.613632740062826
6.390183591814025,25.59892040830825
-3.450569901201286,1.132160989646131
-3.8400120684612906,5.69363914978576
-4.406178341738958,21.61563065615585
-2.9490994516832165,30.86665725132705
-1.9759975006251942,29.22739596194833
-3.1223764769021933,22.32621505968753
-3.9963374702913472,7.950620098438058
1.3313914137511298,11.642586775623563
5.8144092617826555,12.789203739932198
-0.6622089022793183,21.83368081202904
3.849187277029741,6.687900598978352
0.09658460201370933,27.451018475410937
-4.6117175715266345,13.963866260572992
-4.449272870511718,22.092249117524783
-2.736970506720067,20.90306101162109
7.193584233035986,7.950620098438058
-3.8302579895709554,6.687900598978352
3.20544308579557,26.58932955325777
-2.5526540996384313,9.647452638974611
-2.186318953991026,3.927831006064245
-1.2875165043921646,12.336111894138924
-4.0054989881365115,22.092249117524783
-0.09933864261648351,29.32505767081869
-4.973522661912383,31.72492299534889
-1.5365758327191974,11.642586775623563
-3.9842499680379637,35.40501989106287
3.976228403146549,5.69363914978576
-3.481802111213266,13.963866260572992
2.0519123979685157,31.72492299534889
1.209600134149532,19.647957347052547
3.686375956199354,29.22739596194833
-0.7506920493004086,10.425683441718604
2.7223543517259374,11.942906218623804
3.47577607850244,18.79185971370501
2.347982875400124,8.320220391373894
-3.835688449799336,7.950620098438058
-2.294756710314047,10.52412367775796
-5.388084664678197,16.64323622189432
-2.5804622695616173,23.14825227454956
-5.825823605192124,29.32505767081869
-2.945849181596061,26.58932955325777
-3.3863182264720795,22.092249117524783
5.302877003082863,25.447105542939124
1.9493689406136316,34.4734454458848
