sal_5_lc1vs0_iate,prof_al
-2481.9990918268495,5.199828473677943
-1430.202684616277,9.972500710882604
-4489.066068861715,15.3398888031624
-11449.086047238934,4.202088819305654
-2621.9158112681944,6.634496340496886
-9307.768394496368,4.774020377092698
-3663.882554510727,15.28429555509485
-2922.271743348201,11.93528310010809
-8681.341162061635,16.2401455468251
-6274.98471380869,13.528772408744375
-23050.036448475887,4.558770137425667
-4468.773777198032,17.25371450774734
-1791.5446949040288,13.477180792474709
-4944.3840893217,5.844777126963486
-985.7288185997259,7.601526697287597
-332.9000730049738,14.0776378051572
-3128.5858267013627,14.857835296222223
-20174.249270295943,17.949696992028777
-9694.51465280175,16.727012275144972
-15482.656312535788,11.713334595702674
-16864.316977723323,12.776524669721166
-3854.6605514252137,17.013925080035023
-15512.06340435362,8.666842109846822
-737.5592811277274,15.11366605291241
-3907.2066466053693,15.783582755202806
-3121.7491029205485,4.4822920087565405
-15304.32706086959,8.807148343048238
-13543.905380875236,10.856385245915352
-2648.5947456058157,5.068244989985891
-17866.57769455155,14.957066506343072
-2403.451674007313,10.71612012586223
-6434.734482813499,15.172429968889086
-8296.695760245611,10.817314626104004
-5509.827570719332,16.004217193077253
-4641.313601073667,12.19167338268177
-11752.237241047436,5.778198923238849
-4379.075625140771,7.677540104410807
-3376.3762733938984,15.172962256158666
-18070.252683228304,9.192573852018228
-3868.6695721607903,9.153353147604026
-2411.755970966738,12.645720268156488
-2800.2412569148146,5.389155891860705
-4610.403673240825,17.794495433776333
-3839.2066885664535,13.84187704621014
-13850.616232426319,10.248717798493946
-3205.912961450713,12.604926070500095
-13405.433064226892,17.531750531914025
-1393.8747596588855,12.14500536114396
-3827.2478162996267,10.129719679509446
-3340.8646766978018,13.37446026677708
-3220.861475528019,11.954153957643742
-18159.677478107256,13.884474580134546
-11768.15836671055,16.9882955389471
-601.8838962788832,16.772582396058425
-19723.851358464704,12.851085094944375
-5725.515170755166,12.381906472780384
-20073.777211113367,14.292152258717186
-4066.4327409611055,10.262430713167742
-3625.4468209149663,7.810027123458474
-1856.2438022488532,12.64975448622513
-12507.116191895593,15.350115924058713
-5499.508275093274,15.355151032563809
-2988.3278667493796,12.82012091140108
-2417.048462230992,18.39196656034227
-13423.154585586633,10.464441985110302
-4529.740101638286,12.251114743177151
-12385.393034090344,7.871148225823708
-7667.12129582375,9.156795386091188
-4271.361729465954,8.809114913979647
-4112.197615522266,15.520657526881095
-15459.894259582992,18.446746317946246
-15491.075196322374,4.563001207730723
-2381.7882978653433,13.53764428322824
-11096.739581289625,10.177996385227257
-1727.2109991136676,18.27967031457033
-2921.828590101006,11.176771846730755
-3254.8992132057447,10.015698583614524
-10556.837650846031,5.372236861658555
-10455.722659357674,8.401776702279598
-20661.927004180106,7.913606763763119
-1423.1313431016351,9.272629485295424
-3351.387528416253,5.995737467203908
-5120.885342422156,5.77557631519888
-5935.03073167989,13.751636004962364
-4976.0319035312405,8.678050735931455
-3968.6826330444,15.80033488792717
-3634.4564636564714,15.014704994338096
-9066.127307525754,8.121364194918598
-15018.688640553491,4.7195546145621154
-8111.284690909315,15.13530313313607
-17642.504848383618,17.496355373355208
-10839.494059506756,13.193079316043622
-1867.112092734591,5.937265846128759
-3010.582307445021,16.01097453772138
-6071.455601997544,18.93672503468628
-21320.914805274697,16.848849053736792
-1710.138748034251,9.94678043353354
-12414.134823481705,6.950486302819106
-3599.044708005638,7.765976173923645
-5926.637928848386,12.374641903823068
-5718.414619240619,11.131305894680246
-2509.7359093447667,18.167455364190264
-13663.1771612767,14.451927237061268
-4033.978686479327,11.43911395523176
-5100.974057773646,7.560984279109718
-2192.726906782671,14.068313548558551
-15263.631141748427,11.504050073355828
-3386.1423112113443,10.32310657270989
-12195.480706996037,9.152136891219708
-14172.420734003883,15.504195306721424
-14439.967598591506,18.69518883237335
-9048.159561008597,9.470177806763186
-13926.822995011875,4.389921628708727
-13700.278418759124,12.482285493797662
-12333.052424065008,5.226541861943557
-3675.0575450600195,14.939620611459844
-5367.654395430778,9.834972975669494
138.4776854907468,4.276809779299971
-4687.764581692626,8.528590720151444
-1270.9974714069685,7.371502988285614
-6269.418312184014,16.404496492236763
-4233.027892930539,4.471148093112562
-22212.10191973546,9.294358146771316
-13084.67588178134,11.053229518579675
-17165.329435814063,4.245458156893623
-2912.170621465182,6.14279023346996
-13504.384406074629,17.70273580030973
-3268.638595897546,17.300986797780467
-3091.9152833653407,12.246514135581975
-3990.25896334791,17.95008998783929
-4787.805977663429,10.702485739064963
-13083.954220749194,7.733317655462957
-1282.4598854414962,5.677196856222465
-2866.351751821404,9.468047429404104
-3235.3814262391174,15.765031791246612
-2167.875516107175,7.609828931598733
-5316.7737462201,16.894572006134304
-19438.058438510867,14.817591107849209
-4579.149770817785,13.048528092233129
-9358.89058574463,11.889166569404782
-5203.818795432897,10.0853317014329
-3787.595076680778,13.306806510562506
-18966.8730583411,9.90531261969328
-4401.41584603144,9.071872712799324
-4131.751212488014,17.366843694821448
-4634.892212804394,10.000563739526326
-25827.08022928507,15.331697367700642
-16014.769338234188,6.007282984849114
-14562.973671890468,8.880630269907684
-3461.4798548562594,13.172800747124624
-16302.53504056557,16.230311008581047
-9524.583472066333,7.216576754613643
-7341.373915371651,6.7906637238434335
-7954.488198774543,12.044802188525583
-9140.948460039317,6.735253509788335
-2648.636981831881,4.752189491430186
-3812.0953431614716,8.765342427964075
-3109.9271871894052,16.01498666465924
-11121.07401745646,9.588818997734156
-2995.3584950474965,12.231436802083978
1170.1312156810163,7.467424878810854
-3029.91906506361,18.95313591966758
-2758.081931164009,11.199522020728494
-18156.345359036037,4.454979881940828
-4643.473547032023,15.225421730700358
-1223.8552101226742,9.414972385630309
-5688.8463606498935,10.187235589954328
-23838.634134453823,16.849438013439077
-3865.639866280333,7.838742859990753
-5035.8798394674195,13.196513592561177
-2856.228601009876,18.41306214340181
-5936.4591529422805,12.315171195414791
1549.8746490409649,14.309271974890388
-5037.703809441777,9.09412703318768
-2457.791259170148,12.251594925012904
-3744.413427343114,15.338803803303662
-11780.249925911903,18.299495587022378
-5208.740962084883,16.453240289889763
-8283.285950736945,9.764954412061572
-9420.056949572649,6.471743047079202
-1351.4954124650155,5.178274367322069
-12359.35577098019,14.392365873981769
-1921.5972709595062,15.277656926613856
-3396.3153520985184,17.954728913264113
-2523.101317341995,5.589959288171311
-19680.119143043325,17.908341713733776
-3662.9788562026733,16.559148985671968
-1813.828406699417,14.597063876449203
-1929.4502405485691,10.153482770651646
-18473.376925254204,14.201634851629086
-10235.55657615969,4.72116249770637
-4467.038205499353,10.965658430585394
-10216.100215415925,6.40677297191449
-10398.435339800724,5.327932737308768
-1977.3450391388687,7.301955119340665
-371.8095684415348,13.142581652767928
-11178.479565200749,11.835891754331223
-4848.809083663544,17.90008674586668
-1455.7608402893638,6.178634263399004
-3504.6534266163044,4.791181862945805
-10608.856670115681,6.234372716864945
-14842.1375170699,11.575912113063994
-19043.144660105587,7.148008033864027
-3940.006828359777,7.124793999905748
-11089.839073897609,14.575493913448993
-16045.222243166476,11.588652311305742
-8872.668920638253,17.54025484348809
-8764.232361529641,13.547344877463871
-744.5201364443092,14.526573241425508
-15853.751076890274,13.377613291520715
-13269.777642340361,9.108218258564872
-12175.955955306577,18.84208967623061
-20438.03779952736,17.154616101667933
-4208.2072426075065,4.642707746906125
-2088.049357156826,5.584859321448299
-3072.7941787421114,4.992829174498336
-3007.1361696807653,12.35218310567474
-4247.789874483329,17.074535217444414
394.90865578222656,10.93301761651945
-6220.2860975357435,5.391354581163251
-2533.4913310290403,6.085700646626026
-4629.908943759721,5.144113994607364
-3580.1197408470325,7.892475072352557
-15179.331531589367,4.5686949784271045
-5250.554192597281,13.437985380253632
-19824.488437905693,6.438495405021029
-13961.771413975295,15.62655764027038
-15679.964204096266,18.934514436479954
-2473.6644484802455,7.364258805506024
-2549.048403292868,12.65331221269859
-4808.15456737716,9.740656223753202
-6112.866546040383,10.003459868531008
-2054.0547333638588,11.832901899119417
-4116.815076209839,12.568774658874265
-4667.857813560561,10.679973301004416
-687.7678721856246,13.470416725042735
-1572.4739265848257,16.77418357156685
-2229.9449051810225,15.327112296388524
-17912.271224062046,18.95980310049816
-10959.5875081798,10.458751398202455
-13438.251820314601,5.591782457837601
-5765.292613450059,6.8358933502799655
-1882.0292594248713,14.267668446027049
-1394.986552865008,5.13212294514115
-2766.4287728552736,12.61971890283222
-8227.806304487944,11.826942772613007
-15937.822211161463,11.38868991405428
-607.8791752062425,12.040759137636142
-15400.345359607194,7.460071812998681
-3285.035873086108,5.226535039276014
-4761.178615956945,8.434653457566617
-6325.923551056338,7.443107665084795
-206.7304207981033,10.850795120178542
363.56423770793845,12.257343336257682
-11260.855429756597,18.21744913186076
-8150.214017385899,5.051975126649741
-17867.23658693946,7.990545060600133
-3513.256866762912,4.881658735814414
-9989.51186915928,16.1400797481567
-13382.944965331519,10.501027483846745
-21389.724762206322,12.502680910646736
-11758.275605579602,10.944203929289142
-19100.263322655494,12.126569682102408
-6242.692738933947,16.59416398386916
-10874.925238689526,10.733994982819825
-4129.8338974680755,14.554419539653908
-2596.7614304278686,13.181130574927527
-1086.7598052277945,5.100154055157538
-2887.402644716652,11.405006362886873
-6424.322779887732,8.818119976440538
-7835.83143178534,9.21104908122971
-2423.0265647891474,10.537348384198454
-2090.327217969132,13.102599618832118
-1650.8826955134682,12.885362085524392
-11588.97676852504,13.847898268265885
-14319.735197210255,14.832269237593753
-1184.8228576933507,12.825111009332767
-10630.152127146837,11.998336644294568
-3438.786554015467,15.446635580752824
-4041.421376712118,18.19047380677773
-6687.023831691961,12.757728472848797
-14454.607006213711,12.026478229207491
-4734.885674987725,14.41220175903732
-17955.702257149893,6.366996419029617
-3712.300545257418,5.945713389006803
-3253.506274047706,4.211759948194231
-13063.24342253177,5.980987261038576
-10105.650529150811,13.153732715312469
-2646.1694418109146,8.208482453930236
-945.998726484695,16.101642496085187
-3216.597459158531,15.250245885054188
-11214.495457371586,7.253048202331236
562.0227214579536,6.203982360896256
-4660.33154691372,7.098960410361947
-10652.437305047632,16.687953382087723
-14640.104054043744,15.46103447357422
-3278.789836188758,16.6136222891152
-3593.1129255839314,8.743297110680805
-1378.353035254715,7.088108636924922
-5383.323530804522,18.58258163204788
-16577.660370664562,10.629439850896874
-6035.0860944743545,16.66066717686903
-13306.99294220867,7.789656965334054
1282.0930186859987,9.37589649348338
-895.4255482932294,8.197833083829517
-9861.096318188434,15.586782383889966
-14449.518073712647,15.882237686142322
-359.49031673036734,13.137594455887688
-4370.2061422519655,8.478733131556789
-2754.691480296251,7.555419743401887
-5107.445476411393,9.373296511744318
-3976.12560495326,4.666278145196585
-15403.609459958532,16.504002447024813
-5156.614720654046,4.482073934551154
-4833.287929346809,12.314765314497636
-15437.34057349134,17.446016494838318
-16318.471846804154,14.519929272570463
-3409.2604148364517,7.503964693240381
-4739.117269303191,9.017108991128916
-4042.817789694872,9.812580328691842
-5205.589789780113,14.198637500759077
-4121.094435166221,13.915882174717748
-6533.300609403777,4.30628717139429
-3292.025134088034,8.986484593708417
-6064.273024828792,10.695035752821294
-14099.482965617866,7.727918050836132
-3393.597639191945,9.95991942358016
-9504.931781505566,10.055620236791372
-13062.811574666157,7.052523499818731
-4747.6442926940645,15.017971305541874
-1592.0873906145648,7.161264004766735
-15913.178206146846,18.869291466764896
-19436.659771559407,6.862424176729565
-16837.36866284563,5.836484175662677
-6276.741810780376,12.813276961197737
