sal_3_lc1vs0_iate,earn_x0
-17415.1031705239,1193.332697145667
-25305.746235323335,3244.6781523613786
-27814.00738551387,3719.2213222458727
-23939.495178166268,3085.6925448433512
-32443.46979372244,4004.131002137021
-19252.828301220972,1755.8269456412604
-21754.414397683897,2584.370630726857
-26132.066732960135,3413.5281476890164
-19583.607062069976,1933.0884472848177
-29068.56497138829,3968.939722213053
-33507.81939066237,4292.975371818628
-34557.90536122679,4686.399666895838
-33206.990960703944,4759.08314777485
-25771.020703622424,3485.7685658506025
-21224.217152578247,2430.071681191421
-40443.119240977925,6995.563964901388
-17639.679563740265,1800.598031556699
-32622.856521167567,4116.599833906231
-20722.610646580728,2272.22316109235
-35297.5177895776,4645.666832185667
-32741.071619922895,4911.659106698894
-19326.053103316015,2285.6646826609804
-23070.99496129854,2845.918390197516
-36175.13211878299,5615.714002697792
-34617.33914352089,4666.231885699818
-36608.90174036606,5196.638068029913
-30837.182013579783,4076.92783250837
-17907.461941494585,1749.6442113020514
-17942.076634149467,1342.3696338424595
-34530.80556441923,4490.609342053655
-25160.126131207566,3043.1471959793835
-35437.80081658537,5155.20693112442
-25256.23755639718,3362.485159182663
-30421.80764423158,4016.4146395269454
-23428.232273581387,2790.325407162434
-27813.945823005313,3760.962602912711
-29688.119503097078,3844.823230717023
-30693.88810294368,3925.744144977282
-24291.688135672623,3494.914466391914
-28981.839002558616,3914.4693519501134
-21607.353406322574,2504.4669564633064
-37396.64686358426,5127.58637675137
-25870.094242852567,3562.886665982977
-32055.39241277901,4346.035705503462
-39685.59554082267,5810.071824153135
-29489.562612563448,3785.74193468117
-38482.96106569735,6312.9529453602845
-22189.204744630057,2434.186954334409
-17004.71819721548,1479.981545887037
-35409.17293620383,5557.065867351301
-17823.56200956145,1104.7599895524174
-37766.418724977644,5894.174450994807
-22640.68299875898,2843.929690002449
-32253.059369518443,4204.431798818756
-24654.80903645283,3367.087933725305
-23186.145612880962,2758.136380043928
-34743.95167606504,4848.983973726757
-22366.00685744034,2644.3239547182543
-25836.235321440174,3348.914555933196
-29608.902779363212,3839.682281385358
