empl_chge_lc2vs0_iate,earn_x0
-1.9376496207548197,1193.332697145667
-2.238960356800459,3244.6781523613786
-1.8585970665202245,3719.2213222458727
-1.410617367783847,3085.6925448433512
-1.3836025531647245,4004.131002137021
-2.052424475709446,1755.8269456412604
-2.065700065711724,2584.370630726857
-2.0620953962890276,3413.5281476890164
-1.8259478400722136,1933.0884472848177
-2.0366692107262065,3968.939722213053
-1.1314351738716761,4292.975371818628
-2.0293050506635963,4686.399666895838
-1.8413723261506325,4759.08314777485
-2.0074398579806503,3485.7685658506025
-2.4153632431323193,2430.071681191421
-1.5658822012922855,6995.563964901388
-2.4325452666157776,1800.598031556699
-1.6502813734014006,4116.599833906231
-1.6797697940982528,2272.22316109235
-1.0406366745532112,4645.666832185667
-1.1145505971045704,4911.659106698894
-2.262544255721852,2285.6646826609804
-1.554666642353807,2845.918390197516
-1.376268746056748,5615.714002697792
-1.8113572275301342,4666.231885699818
-1.581501086672156,5196.638068029913
-0.6408259925741845,4076.92783250837
-1.3374769793853838,1749.6442113020514
-2.237900305453701,1342.3696338424595
-1.2825541338960904,4490.609342053655
-2.0348101491532136,3043.1471959793835
-1.6459665259415144,5155.20693112442
-2.121881014624725,3362.485159182663
-1.6808991920914487,4016.4146395269454
-2.061767815162848,2790.325407162434
-1.6117188850588486,3760.962602912711
-1.8737097584909477,3844.823230717023
-1.5959364354087606,3925.744144977282
-0.8507978145837756,3494.914466391914
-1.9135449977946033,3914.4693519501134
-1.9129149557318414,2504.4669564633064
-1.7106883914395463,5127.58637675137
-1.8468575616695153,3562.886665982977
-1.9945782009518185,4346.035705503462
-1.0251735052807986,5810.071824153135
-1.7672017184575124,3785.74193468117
-1.1519851152125784,6312.9529453602845
-1.7408799977510574,2434.186954334409
-2.253994033450608,1479.981545887037
-1.3687491155658338,5557.065867351301
-2.277920524900105,1104.7599895524174
-1.0191933357095952,5894.174450994807
-1.450149391332401,2843.929690002449
-1.5643637043905876,4204.431798818756
-0.8405310189723075,3367.087933725305
-2.1706116044989394,2758.136380043928
-1.3329324771486222,4848.983973726757
-2.204664209712405,2644.3239547182543
-1.9286433938952237,3348.914555933196
-1.5000179160083675,3839.682281385358
-1.5308085697942326,2467.059948003984
-2.333426190305067,1236.9125442854886
-1.5782936100076532,5868.199214033304
-1.8451354636893933,2123.3307829249434
-1.605040105173947,2944.7052830965613
-1.9148739783014328,4086.564922510373
-1.2893269968006988,1236.4920310371217
-2.2047242125017923,2203.298269765708
-2.4001684279765207,2242.9010708714964
-1.6525794664768756,2976.345607665452
-1.1502744492133226,2272.331181046973
-1.4922317990635463,4828.744599623171
-1.7457575394127933,4165.808696028897
-1.1128527948353741,2500.315969941594
-1.505255386022944,4574.99517557822
-1.7344016022005901,5258.3726816026565
-2.0645279200216593,3270.529189816006
-1.7889196800039517,2434.5966870970765
-1.5461513043231399,1786.5048007083049
-1.0448444891495237,4163.551036313568
-1.6617126529447623,5599.091023144334
-1.6259150177996613,5274.488011403746
-2.04978471516278,2588.3768914809834
-2.0047233898024794,4984.429703094995
-2.219585469838362,2905.0417548316573
-2.16420707599502,3032.276959379162
-1.742638396890885,1435.250251714145
-1.4385835911093787,5350.084099674365
-0.7298880763773091,1416.433288731004
-1.678977303408725,4316.491897663433
-1.089430794211483,3159.514622200561
-1.6414300397571653,2857.256750136862
-1.5393671461219818,4187.695951252252
-2.1803461627265506,1942.731746497484
-2.1089497168040863,4363.1648051243
-1.2937821012776523,4102.243463528355
-1.9707171130389955,3192.489464462401
-1.6389660156096832,2960.379801999077
-2.441161982225367,1821.6106586686767
-1.8741834074541075,3525.110567871369
-1.7604017152773368,4273.646766912285
-1.487061793881637,5005.150621529395
-1.315100976504008,4166.827593997135
-2.176721304054731,2466.037967760853
-2.3541551141476065,1392.4133414491428
-1.8374290723290063,4794.484188827246
-1.3276992324464099,3751.7426100040575
-1.935837810233064,3733.3803090074
-1.308546189569201,2463.1960026471934
-1.670104198419995,4941.75256753342
-1.8172095337994303,2959.1602158750347
-1.4048415956334352,4176.901486798269
-1.2985644387148743,1970.7023382414168
-1.1254947783305786,3607.59350893063
-1.4016071805600592,3980.372097176493
-1.6849309972104758,2005.871285241926
-2.0461293994498075,3473.3885679187806
-2.3223642530685984,2801.278027465041
-2.2864147775630648,3180.064792589384
-1.3198082534957796,5955.268136243457
-2.175512309804013,4029.063675124101
-1.6855350235815485,4251.443448339634
-1.1687730093280762,4376.287514555002
-1.600917712233831,2914.4940641390226
-0.6740999873372097,3007.191003591542
-2.1224108430406323,3171.015817943025
-1.5950626409736577,5723.4384249604
-1.8491707399835717,2869.2253710300465
-1.8032842748106002,4296.829243576472
-1.9606396147999061,3155.162002986955
-2.3470247542158513,2189.401971175196
