sal_avg_lc1vs0_iate,earnx2
-463.5134964850075,0.0
-1847.6121512813606,0.0
-3666.724739464624,0.0
-8612.123074431593,0.0
-2932.6937992341045,0.0
-5665.001479048335,0.0
-3441.455896700628,0.0
-2838.081801430034,540.5292221533524
-5190.987333464111,0.0
-6679.015808655394,0.0
-21088.555720797518,0.0
-5050.337640104915,0.0
-4330.400558687103,1228.7335340854088
-4328.147398870947,0.0
-227.3310448535001,0.0
-3114.376081052069,0.0
-2435.840640920914,0.0
-16801.22053844198,0.0
-6820.418310267503,965.8503379932461
-13760.996006129913,1502.7000496557
-18046.20407907882,743.4988660048341
-2321.9146750212035,0.0
-13241.461328514491,1567.4865435882898
-3071.1915495259636,0.0
-3206.1550970958815,731.6847828549727
-4154.286240049652,0.0
-15006.888634045421,0.0
-12021.335593992317,0.0
-2070.320258066649,0.0
-18397.953562721774,702.8414013080481
-1889.9598735848067,0.0
-6092.692729795937,0.0
-7701.838036392345,1337.9946573057587
-4284.4747535413135,0.0
-3070.9207159497073,0.0
-10186.839265724968,1054.856986464721
-4058.7263050805213,0.0
-4234.555661910754,0.0
-14841.704162924552,0.0
-4721.648946031485,0.0
-146.33265380804733,0.0
-4296.2630037981,1710.275913025411
-3968.027247398874,0.0
-5487.07629086311,1188.2006749697766
-10821.706583671672,941.0107736229702
-3549.0933660013307,0.0
-11176.52039152875,955.4429418040424
-396.6216945757319,0.0
-1308.7933614894814,0.0
-4321.738163391497,881.809880102695
-1679.3250543333627,0.0
-13825.385441420818,0.0
-9705.903919529801,0.0
-1941.5600032764141,1129.902604299713
-17026.261987989732,870.2730383209896
-5681.7423330438905,0.0
-20707.0330507153,0.0
-2715.2386861927334,1131.9066236985716
-2681.9901047023614,0.0
-2220.630708743636,0.0
-8836.783466818752,1590.0336091143665
-4080.681291087498,0.0
-3567.7506740129465,0.0
-61.335691092783236,0.0
-11229.120037878332,0.0
-5514.657729756771,1079.2784244259665
-8119.786103787983,0.0
-5653.52315359179,0.0
-3021.041312560856,0.0
-2202.385252410416,0.0
-13711.866136237812,0.0
-18989.895255672345,0.0
-3881.4391296977374,699.3713044043346
-8124.260113193133,0.0
-3051.0709837098984,0.0
-4554.147313564168,806.2559022403984
-2590.3474344504584,0.0
-6908.662810779987,0.0
-6718.468603575587,0.0
-20004.11782997079,1725.9521238724642
-4994.17674915204,890.8636534716501
-5496.559239267674,853.423201710562
-4302.962053225012,0.0
-5998.531895427332,0.0
-4408.9201187223625,0.0
-3362.967842835391,0.0
-1128.8177198612432,0.0
-12334.234629367966,0.0
-12821.893128497695,0.0
-8054.551426553307,0.0
-14090.634343899208,518.4271933300842
-7617.00934659194,0.0
-2796.7528572068677,663.1543926878377
-924.3493473975327,0.0
-6411.868072222467,0.0
-20986.804676169333,2196.159451190892
-3079.8646357343596,0.0
-11235.67700380837,0.0
-3300.177699021644,311.2415988003016
-6319.144300785714,1942.8596076604335
-7220.067168747151,1181.1751560047758
-3752.450922899925,0.0
-10122.392623717966,0.0
-2059.022433649013,0.0
-4420.459952515183,0.0
-3657.864961302712,1339.908367683414
-14497.581488513384,0.0
-3280.972619140177,0.0
-10016.71235935498,0.0
-14130.109560966343,1311.9220553104692
-11526.239612007646,444.8740323812552
-9627.575265321331,0.0
-10242.502781571557,299.6053507362125
-12375.299110150594,0.0
-12775.022272749104,2118.5710349919664
-2962.474796183898,609.0351908202622
-5733.944012197651,561.008285187817
-412.1666286333357,0.0
-4173.934912833149,504.2597188884076
-4446.523276926744,0.0
-5546.287796963205,0.0
-6644.11394764167,0.0
-20463.510461793707,0.0
-11421.98582790083,861.9848112305598
-14588.283114557971,0.0
-4296.934160502246,1698.4077882800043
-15308.381580177347,0.0
-1918.6337455126795,0.0
-4904.122555143582,721.524386536471
-3782.712618864375,859.8088860190923
-4336.140585564779,332.4102956762794
-13019.588975640676,0.0
-4701.720109369658,0.0
-1862.2777478242601,0.0
-1651.7998929613907,0.0
-2245.9113882877136,0.0
-5098.816434561995,0.0
-16139.686901748266,1154.3587908605257
-7755.282672002702,0.0
-5407.08598283951,0.0
-4648.452389895047,0.0
-520.2555182121824,0.0
-19495.373864824538,0.0
-4733.99346998361,881.927705688603
-5677.709380763717,0.0
-5579.931288879409,2689.1307379420623
-21197.19050276631,0.0
-14020.929154737747,0.0
-12981.51684400324,0.0
-2648.987215829232,986.3818207133024
-16753.22068041909,1996.1352707668302
-8524.629155095869,0.0
-5975.7220879643555,0.0
-9125.532586995547,2294.667515159643
-7619.046303009428,0.0
-2855.5861638259344,0.0
-3025.80977979283,0.0
-2497.1665053223405,0.0
-7184.193202091381,380.2336114847665
-2807.5231955634727,0.0
-3080.2095312836827,1611.6593270153612
-5494.654000863123,0.0
-1819.1616023078777,0.0
-13599.512198976117,0.0
-4661.803029523229,564.4668643344776
-4762.071432685161,0.0
-5145.8303435802845,0.0
-21717.092405464806,0.0
-3919.964005010719,1686.7967543562195
-4024.1951723153097,0.0
-2932.832439347372,1678.7776393547206
-4971.014798354618,1034.3537427297526
-2767.8809390932074,3766.7191105159764
-5493.866697337419,0.0
-3395.3322138116737,0.0
-2909.152985407408,0.0
-9920.038541856888,0.0
-4852.356244613505,0.0
-5584.926950041488,0.0
-7964.870549707954,688.8488494225033
1188.2644897576415,0.0
-10620.148151167941,890.8794574994383
-1895.3452563455157,0.0
-797.0658975308482,0.0
-2664.530717755539,0.0
-14399.804235434925,0.0
-2840.982919313621,0.0
-294.823861665057,2109.7299584745024
-3326.1624383451854,0.0
-17341.001304706522,0.0
-13342.804826578384,0.0
-6679.770675387863,1871.7443480847087
-10378.034609233022,0.0
-7586.032266469163,0.0
-2138.3843792674684,1667.9300071817222
-2962.947797366005,0.0
-9445.061591712047,450.9625765324758
-4628.850483957177,0.0
-2371.9455295516873,0.0
-2504.6642034590996,270.17596490335
-7650.088853001282,0.0
-10049.364534438413,0.0
-16409.512754677424,0.0
-2227.1544694534746,299.1459826495919
-7726.152897312458,0.0
