sal_5_lc1vs0_iate,empl_x0
-2481.9990918268495,41.0
-1430.202684616277,19.0
-4489.066068861715,65.0
-11449.086047238934,58.0
-2621.9158112681944,60.0
-9307.768394496368,72.0
-3663.882554510727,35.0
-2922.271743348201,48.0
-8681.341162061635,86.0
-6274.98471380869,68.0
-23050.036448475887,95.0
-4468.773777198032,28.0
-1791.5446949040288,72.0
-4944.3840893217,54.0
-985.7288185997259,35.0
-332.9000730049738,89.0
-3128.5858267013627,46.0
-20174.249270295943,100.0
-9694.51465280175,90.0
-15482.656312535788,77.0
-16864.316977723323,44.0
-3854.6605514252137,56.0
-15512.06340435362,98.0
-737.5592811277274,42.0
-3907.2066466053693,63.0
-3121.7491029205485,50.0
-15304.32706086959,92.0
-13543.905380875236,38.0
-2648.5947456058157,36.0
-17866.57769455155,103.0
-2403.451674007313,58.0
-6434.734482813499,70.0
-8296.695760245611,65.0
-5509.827570719332,53.0
-4641.313601073667,70.0
-11752.237241047436,78.0
-4379.075625140771,61.0
-3376.3762733938984,94.0
-18070.252683228304,71.0
-3868.6695721607903,79.0
-2411.755970966738,45.0
-2800.2412569148146,80.0
-4610.403673240825,60.0
-3839.2066885664535,78.0
-13850.616232426319,64.0
-3205.912961450713,91.0
-13405.433064226892,106.0
-1393.8747596588855,41.0
-3827.2478162996267,71.0
-3340.8646766978018,70.0
-3220.861475528019,32.0
-18159.677478107256,62.0
-11768.15836671055,68.0
-601.8838962788832,47.0
-19723.851358464704,105.0
-5725.515170755166,25.0
-20073.777211113367,47.0
-4066.4327409611055,67.0
-3625.4468209149663,62.0
-1856.2438022488532,28.0
-12507.116191895593,53.0
-5499.508275093274,66.0
-2988.3278667493796,97.0
-2417.048462230992,79.0
-13423.154585586633,105.0
-4529.740101638286,17.0
-12385.393034090344,65.0
-7667.12129582375,81.0
-4271.361729465954,78.0
-4112.197615522266,66.0
-15459.894259582992,91.0
-15491.075196322374,71.0
-2381.7882978653433,56.0
-11096.739581289625,61.0
-1727.2109991136676,37.0
-2921.828590101006,57.0
-3254.8992132057447,72.0
-10556.837650846031,97.0
-10455.722659357674,98.0
-20661.927004180106,109.0
-1423.1313431016351,48.0
-3351.387528416253,82.0
-5120.885342422156,50.0
-5935.03073167989,49.0
-4976.0319035312405,92.0
-3968.6826330444,54.0
-3634.4564636564714,51.0
-9066.127307525754,87.0
-15018.688640553491,77.0
-8111.284690909315,85.0
-17642.504848383618,71.0
-10839.494059506756,51.0
-1867.112092734591,84.0
-3010.582307445021,53.0
-6071.455601997544,46.0
-21320.914805274697,93.0
-1710.138748034251,37.0
-12414.134823481705,89.0
-3599.044708005638,47.0
-5926.637928848386,61.0
-5718.414619240619,83.0
-2509.7359093447667,61.0
-13663.1771612767,63.0
-4033.978686479327,54.0
-5100.974057773646,49.0
-2192.726906782671,36.0
-15263.631141748427,50.0
-3386.1423112113443,42.0
-12195.480706996037,70.0
-14172.420734003883,84.0
-14439.967598591506,62.0
-9048.159561008597,64.0
-13926.822995011875,97.0
-13700.278418759124,73.0
-12333.052424065008,85.0
-3675.0575450600195,40.0
-5367.654395430778,51.0
138.4776854907468,35.0
-4687.764581692626,56.0
-1270.9974714069685,28.0
-6269.418312184014,65.0
-4233.027892930539,79.0
-22212.10191973546,95.0
-13084.67588178134,75.0
-17165.329435814063,61.0
-2912.170621465182,39.0
-13504.384406074629,65.0
-3268.638595897546,72.0
-3091.9152833653407,41.0
-3990.25896334791,59.0
-4787.805977663429,43.0
-13083.954220749194,76.0
-1282.4598854414962,55.0
-2866.351751821404,34.0
-3235.3814262391174,32.0
-2167.875516107175,70.0
-5316.7737462201,63.0
-19438.058438510867,42.0
-4579.149770817785,69.0
-9358.89058574463,55.0
-5203.818795432897,92.0
-3787.595076680778,94.0
-18966.8730583411,90.0
-4401.41584603144,91.0
-4131.751212488014,88.0
-4634.892212804394,94.0
-25827.08022928507,76.0
-16014.769338234188,102.0
-14562.973671890468,76.0
-3461.4798548562594,76.0
-16302.53504056557,53.0
-9524.583472066333,46.0
-7341.373915371651,99.0
-7954.488198774543,70.0
-9140.948460039317,78.0
-2648.636981831881,61.0
-3812.0953431614716,89.0
-3109.9271871894052,77.0
-11121.07401745646,93.0
-2995.3584950474965,15.0
1170.1312156810163,54.0
-3029.91906506361,40.0
-2758.081931164009,40.0
-18156.345359036037,87.0
-4643.473547032023,80.0
-1223.8552101226742,44.0
-5688.8463606498935,81.0
-23838.634134453823,96.0
-3865.639866280333,48.0
-5035.8798394674195,24.0
-2856.228601009876,50.0
-5936.4591529422805,91.0
1549.8746490409649,49.0
-5037.703809441777,56.0
-2457.791259170148,98.0
-3744.413427343114,53.0
-11780.249925911903,69.0
-5208.740962084883,65.0
-8283.285950736945,42.0
-9420.056949572649,91.0
-1351.4954124650155,51.0
-12359.35577098019,54.0
-1921.5972709595062,45.0
-3396.3153520985184,36.0
-2523.101317341995,39.0
-19680.119143043325,76.0
-3662.9788562026733,62.0
-1813.828406699417,30.0
-1929.4502405485691,111.0
-18473.376925254204,74.0
-10235.55657615969,52.0
-4467.038205499353,100.0
-10216.100215415925,55.0
-10398.435339800724,89.0
-1977.3450391388687,58.0
-371.8095684415348,43.0
-11178.479565200749,78.0
-4848.809083663544,38.0
-1455.7608402893638,76.0
-3504.6534266163044,70.0
-10608.856670115681,36.0
-14842.1375170699,42.0
-19043.144660105587,91.0
-3940.006828359777,60.0
-11089.839073897609,65.0
-16045.222243166476,70.0
-8872.668920638253,52.0
-8764.232361529641,75.0
-744.5201364443092,63.0
-15853.751076890274,87.0
-13269.777642340361,116.0
-12175.955955306577,80.0
-20438.03779952736,85.0
-4208.2072426075065,73.0
-2088.049357156826,55.0
-3072.7941787421114,81.0
-3007.1361696807653,71.0
-4247.789874483329,100.0
394.90865578222656,44.0
-6220.2860975357435,55.0
-2533.4913310290403,80.0
-4629.908943759721,90.0
-3580.1197408470325,92.0
-15179.331531589367,110.0
-5250.554192597281,103.0
-19824.488437905693,87.0
-13961.771413975295,79.0
-15679.964204096266,78.0
-2473.6644484802455,46.0
-2549.048403292868,45.0
-4808.15456737716,79.0
-6112.866546040383,63.0
-2054.0547333638588,49.0
-4116.815076209839,55.0
-4667.857813560561,44.0
-687.7678721856246,79.0
-1572.4739265848257,25.0
-2229.9449051810225,71.0
-17912.271224062046,103.0
-10959.5875081798,91.0
-13438.251820314601,62.0
-5765.292613450059,65.0
-1882.0292594248713,42.0
-1394.986552865008,69.0
-2766.4287728552736,61.0
-8227.806304487944,64.0
-15937.822211161463,61.0
-607.8791752062425,33.0
-15400.345359607194,92.0
-3285.035873086108,65.0
-4761.178615956945,24.0
-6325.923551056338,60.0
-206.7304207981033,36.0
363.56423770793845,64.0
-11260.855429756597,82.0
-8150.214017385899,48.0
-17867.23658693946,49.0
-3513.256866762912,89.0
-9989.51186915928,58.0
-13382.944965331519,54.0
-21389.724762206322,85.0
-11758.275605579602,86.0
-19100.263322655494,98.0
-6242.692738933947,64.0
-10874.925238689526,59.0
-4129.8338974680755,44.0
-2596.7614304278686,83.0
-1086.7598052277945,61.0
-2887.402644716652,63.0
-6424.322779887732,66.0
-7835.83143178534,73.0
-2423.0265647891474,80.0
-2090.327217969132,74.0
-1650.8826955134682,91.0
-11588.97676852504,69.0
-14319.735197210255,58.0
-1184.8228576933507,86.0
-10630.152127146837,50.0
-3438.786554015467,86.0
-4041.421376712118,12.0
-6687.023831691961,37.0
-14454.607006213711,85.0
-4734.885674987725,61.0
-17955.702257149893,96.0
-3712.300545257418,61.0
-3253.506274047706,72.0
-13063.24342253177,107.0
-10105.650529150811,74.0
-2646.1694418109146,74.0
-945.998726484695,52.0
-3216.597459158531,50.0
-11214.495457371586,75.0
562.0227214579536,68.0
-4660.33154691372,100.0
-10652.437305047632,83.0
-14640.104054043744,82.0
-3278.789836188758,69.0
-3593.1129255839314,55.0
-1378.353035254715,36.0
-5383.323530804522,43.0
-16577.660370664562,111.0
-6035.0860944743545,22.0
-13306.99294220867,90.0
1282.0930186859987,66.0
-895.4255482932294,27.0
-9861.096318188434,42.0
-14449.518073712647,64.0
-359.49031673036734,48.0
-4370.2061422519655,52.0
-2754.691480296251,70.0
-5107.445476411393,47.0
-3976.12560495326,84.0
-15403.609459958532,69.0
-5156.614720654046,83.0
-4833.287929346809,68.0
-15437.34057349134,73.0
-16318.471846804154,90.0
-3409.2604148364517,53.0
-4739.117269303191,97.0
-4042.817789694872,67.0
-5205.589789780113,56.0
-4121.094435166221,61.0
-6533.300609403777,52.0
-3292.025134088034,96.0
-6064.273024828792,63.0
-14099.482965617866,100.0
-3393.597639191945,24.0
-9504.931781505566,47.0
-13062.811574666157,69.0
-4747.6442926940645,75.0
-1592.0873906145648,59.0
-15913.178206146846,58.0
-19436.659771559407,109.0
-16837.36866284563,83.0
-6276.741810780376,43.0
-8180.6378896687565,74.0
-11457.880855054631,87.0
-781.4556816971717,59.0
-2667.812659389481,77.0
-13104.771248879926,69.0
-10665.173419655195,114.0
-14296.56181542419,87.0
-9758.488127115183,48.0
-2750.906093148442,69.0
-6469.2445193924905,95.0
-5441.509169176774,77.0
-13599.701356621514,105.0
-4136.13600177582,43.0
-11604.125718343526,81.0
-4304.245793768739,87.0
-4330.072568825493,41.0
-3490.73510715522,55.0
-2075.3832241213286,76.0
-3254.2667459916283,71.0
-11112.708143403132,112.0
-6296.898415198479,78.0
-10192.005783543897,71.0
-17727.51690545312,51.0
-5012.679561102739,78.0
-5851.130895425837,72.0
-4035.6571233417944,37.0
-14816.066706769656,75.0
-3541.8141563497575,70.0
-6427.332189568377,55.0
-3233.1390493057415,74.0
-3411.4342215337892,69.0
-17123.447583290104,59.0
-1172.1130016023271,61.0
552.286057597561,61.0
-5655.806847844576,57.0
-10581.430701767214,55.0
-8830.358392823542,50.0
-14815.27737180389,77.0
-2398.1236783427194,85.0
-6263.18017822456,62.0
-12975.890850990038,100.0
-5679.533639377378,55.0
-2349.9636917536445,79.0
-10436.331630234665,81.0
-4508.205293029219,79.0
-4692.289544992702,91.0
-5379.539947228283,49.0
-4057.6713351638714,88.0
-2892.4590521762034,60.0
-12588.963599358947,93.0
-11477.6680872867,51.0
-5311.800841091539,86.0
-3779.1363941453064,76.0
-2806.506942162654,97.0
-16195.484778475562,74.0
-11373.359983035367,83.0
-1552.343685283191,58.0
-22425.572008234296,94.0
-14567.809379868382,54.0
-1311.870356166084,91.0
-15282.50631259432,88.0
-1369.39836538714,92.0
-5200.175723133261,99.0
-16920.956385632708,94.0
-5195.482995055705,44.0
-2495.3884848211383,76.0
-3843.6985231587496,97.0
-3196.9643544153687,60.0
-4406.749802497816,90.0
-3755.8618457899756,56.0
-6787.836274856381,68.0
-2823.9671317876023,50.0
-1071.9738005093304,40.0
-3946.8561827103895,39.0
-3561.8565698431676,41.0
-19537.889521173176,104.0
-18287.872415728132,107.0
-9172.138593969526,83.0
-983.8322342154679,31.0
-10880.117642593063,70.0
-6863.830262644018,52.0
-10002.905273157894,56.0
-6626.758999035115,89.0
-3499.2754850904985,48.0
-2129.106333199692,55.0
-5558.888108277298,86.0
-7645.6304189350885,118.0
-6183.445242883212,103.0
-1625.5582936830565,45.0
-1049.8327045402748,30.0
-7268.851903614444,68.0
-4387.6096241314335,53.0
-3615.2124805791777,94.0
-3117.165411001015,55.0
-4759.654593424342,56.0
-5105.360680644506,67.0
-6483.034945865302,57.0
-15511.26569282519,85.0
-4281.7237130554195,54.0
-14549.53715047484,100.0
-1316.1856850565146,73.0
-5031.032716930509,54.0
-17982.015222138445,70.0
-13980.84275580986,46.0
-13379.73236244552,53.0
-2581.0223057108487,68.0
-3236.2269517419845,76.0
-1592.9261180726244,54.0
-8706.879548445622,58.0
