empl_ttl_lc2vs0_iate,prof_al
6.163441855289333,5.199828473677943
6.87880017533317,9.972500710882604
9.149766558368407,15.3398888031624
10.266228597454887,4.202088819305654
6.951079501388164,6.634496340496886
9.276540923628799,4.774020377092698
7.587936880337879,15.28429555509485
7.8239298758118245,11.93528310010809
9.05462691847279,16.2401455468251
8.463603806471886,13.528772408744375
12.238035735549097,4.558770137425667
8.440010064652737,17.25371450774734
8.050065177574316,13.477180792474709
8.2896217224377,5.844777126963486
6.291101268481792,7.601526697287597
6.92899149797147,14.0776378051572
8.426213814631765,14.857835296222223
11.46385489592294,17.949696992028777
9.178250708932286,16.727012275144972
11.518279579254521,11.713334595702674
10.466459886200404,12.776524669721166
7.694643474159699,17.013925080035023
11.21283396314876,8.666842109846822
7.9991331377692205,15.11366605291241
7.8891407861503735,15.783582755202806
6.6931878857196985,4.4822920087565405
10.93660616540008,8.807148343048238
9.782235246124374,10.856385245915352
7.931684855077413,5.068244989985891
11.84180630648341,14.957066506343072
7.086924827785264,10.71612012586223
7.865561097345541,15.172429968889086
6.868759102058374,10.817314626104004
8.499836797783319,16.004217193077253
7.395286182766324,12.19167338268177
11.28378208432106,5.778198923238849
7.675038135836944,7.677540104410807
9.617147448808797,15.172962256158666
10.976510798370676,9.192573852018228
7.923018652954744,9.153353147604026
7.0617831797824335,12.645720268156488
6.939410332171203,5.389155891860705
8.118218280697032,17.794495433776333
8.189016549476088,13.84187704621014
9.69768990961851,10.248717798493946
7.346375147974815,12.604926070500095
9.90441106339564,17.531750531914025
6.405912153003442,12.14500536114396
8.294342172997709,10.129719679509446
8.287528001714033,13.37446026677708
7.663514534262634,11.954153957643742
10.500518999022152,13.884474580134546
9.221198663496091,16.9882955389471
8.219600881683478,16.772582396058425
10.702213873666865,12.851085094944375
6.478314231639317,12.381906472780384
12.431458174677608,14.292152258717186
7.1795271862451004,10.262430713167742
8.063379017997919,7.810027123458474
8.28712537876436,12.64975448622513
9.580632096524058,15.350115924058713
8.600102786138653,15.355151032563809
6.055977332407223,12.82012091140108
8.281793776501878,18.39196656034227
9.460201935379366,10.464441985110302
7.730822168213375,12.251114743177151
8.904470076277926,7.871148225823708
7.605012115365937,9.156795386091188
7.900141785019246,8.809114913979647
7.384268257787621,15.520657526881095
9.293774331134758,18.446746317946246
11.60051210735136,4.563001207730723
7.30676886572005,13.53764428322824
9.050585209552782,10.177996385227257
8.707314336405636,18.27967031457033
8.723857045341706,11.176771846730755
8.174621595361153,10.015698583614524
10.024150581837524,5.372236861658555
9.976441157733113,8.401776702279598
12.946431242840182,7.913606763763119
8.803543464068701,9.272629485295424
8.319533050854536,5.995737467203908
5.36276071674245,5.77557631519888
8.029235731669095,13.751636004962364
7.751171251940067,8.678050735931455
8.082566372138862,15.80033488792717
7.633294555314956,15.014704994338096
12.101343456275874,8.121364194918598
8.96856112163362,4.7195546145621154
8.187085734408871,15.13530313313607
10.368634827191713,17.496355373355208
9.907694107861598,13.193079316043622
7.829818379922157,5.937265846128759
7.031629432286003,16.01097453772138
8.68829868347227,18.93672503468628
11.74122960068575,16.848849053736792
7.161526849282808,9.94678043353354
10.105068916502445,6.950486302819106
8.046446463066893,7.765976173923645
7.06301375449098,12.374641903823068
9.39175110175957,11.131305894680246
8.617240414283625,18.167455364190264
9.444249928645432,14.451927237061268
5.733976039991674,11.43911395523176
8.805817272542962,7.560984279109718
8.687291336810182,14.068313548558551
10.207439762842522,11.504050073355828
7.969092905195769,10.32310657270989
9.25816572054531,9.152136891219708
11.994097740541992,15.504195306721424
9.126744962282533,18.69518883237335
9.404951933815681,9.470177806763186
9.335318912040423,4.389921628708727
11.483905928017865,12.482285493797662
10.331424060353719,5.226541861943557
6.774085844064124,14.939620611459844
7.317276267842874,9.834972975669494
6.68430849436116,4.276809779299971
7.777594439037373,8.528590720151444
6.835548445482379,7.371502988285614
7.558626056300699,16.404496492236763
7.8758327450024135,4.471148093112562
12.57661725204813,9.294358146771316
10.480233349783763,11.053229518579675
9.559881136947284,4.245458156893623
6.670784701326481,6.14279023346996
11.854104392890793,17.70273580030973
6.509676390157287,17.300986797780467
8.468316087372282,12.246514135581975
7.6445517608099385,17.95008998783929
8.145465570941312,10.702485739064963
10.969210738165032,7.733317655462957
6.88733926541412,5.677196856222465
6.222550558711289,9.468047429404104
7.228755582265736,15.765031791246612
8.074870063426724,7.609828931598733
8.651669467089821,16.894572006134304
10.97640134885825,14.817591107849209
10.19560399886941,13.048528092233129
8.443560217223135,11.889166569404782
9.614483983623616,10.0853317014329
9.244002839130896,13.306806510562506
12.247632705807877,9.90531261969328
8.080701080809916,9.071872712799324
7.773952844846948,17.366843694821448
8.49252026343187,10.000563739526326
12.172178529429363,15.331697367700642
10.014429566103622,6.007282984849114
10.386236357853186,8.880630269907684
6.923212868719155,13.172800747124624
10.5890103338417,16.230311008581047
8.977822684977838,7.216576754613643
7.14871685973249,6.7906637238434335
10.234920624859793,12.044802188525583
8.875770525759295,6.735253509788335
