line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.2900138452959108,0.27501170889110577,0.49721988305579645,0.09264768009768008,0.12252976190476199,0.14604722222222213
0.5443257879754981,0.6218516326041833,1.2178621669562044,0.11617064839921981,0.14941119288119298,0.17405888278388273
0.9431806383053991,1.2338460405998535,2.455913689505141,0.13969361670075955,0.17629262385762395,0.2020705433455433
1.508782481017694,2.148195307099924,4.077494360307108,0.1632165850022993,0.20317405483405493,0.2300822039072039
2.2282000372560415,3.2818985650650863,5.573640414428228,0.186739553303839,0.2300554858104859,0.2580938644688645
3.0379282353863726,4.399619753922746,6.272632337334584,0.21026252160537873,0.2569369167869169,0.2861055250305251
3.823812885039831,5.175397735164953,5.81200564106589,0.2337854899069185,0.2838183477633479,0.3141171855921857
4.4433604283695765,5.342086529811987,4.43371251887156,0.2573084582084582,0.3106997787397789,0.3421288461538463
4.766748541748706,4.838566386162034,2.784673882255314,0.28083142650999793,0.33758120971620986,0.3701405067155069
4.720942713747647,3.8455732533752616,1.439946847777554,0.3043543948115377,0.36446264069264084,0.3981521672771675
4.316492666384801,2.6819092108082536,0.6130330512003141,0.3278773631130774,0.3913440716690718,0.4261638278388281
3.6435864053168565,1.6412156664212247,0.21487536460775516,0.35140033141461713,0.4182255026455028,0.4541754884004887
2.8393761322281854,0.881304189821896,0.062008992038089274,0.3749232997161569,0.4451069336219338,0.4821871489621492
2.042737541314345,0.41526431701602334,0.014732892692235395,0.3984462680176966,0.4719883645983648,0.5101988095238098
1.3567442891725845,0.17169671773206727,,0.42196923631923633,0.49886979557479577,
0.8319155129089087,0.062292816901788235,,0.4454922046207761,0.5257512265512267,
0.47092986394000924,,,0.4690151729223158,,
0.24610986944482335,,,0.49253814122385553,,
0.11874015644062548,,,0.5160611095253953,,
0.052888590400058104,,,0.539584077826935,,
0.021748141823695156,,,0.5631070461284747,,
0.008256160164111568,,,0.5866300144300145,,
