Treat 0,Treat 1,Treat 2
0.4678835220335221,0.46300753968253977,0.5031642135642137
0.6324722222222222,0.6256194444444443,0.531951984126984
0.4309865079365081,0.6106670274170276,0.4506123015873017
0.6172551587301582,0.3879137667887667,0.5342586940836941
0.6293309523809524,0.34392777777777755,0.4273778138528138
0.6376182539682536,0.39335198412698397,0.5392369047619048
0.5380496031746034,0.5604399350649353,0.7435468253968255
0.3720486291486293,0.5803448412698413,0.4946942640692642
0.5119912698412696,0.5249909090909091,0.5663496753246755
0.5159638888888889,0.433540909090909,0.4493726190476192
0.44825963203463215,0.5467949494949497,0.4663611111111111
0.4127197330447328,0.447324927849928,0.41085800865800853
0.6883508658008658,0.511381673881674,0.3471084415584415
0.6184421356421355,0.6243182539682538,0.5644790404040404
0.44127857142857163,0.5067035714285716,0.4386003968253969
0.5879125402375402,0.6411496031746031,0.30950999278499264
0.6032760128760128,0.384730158730159,0.4291547979797979
0.433123015873016,0.5743476551226554,0.4068531746031746
0.5739611111111114,0.5028809523809523,0.4693190476190475
0.48473181818181826,0.4791584054834055,0.2559047619047619
0.5165849206349206,0.36860198412698414,0.3437235209235211
0.6446869769119771,0.5573019841269843,0.5836912698412702
0.5465496392496394,0.4283381673881673,0.35992294372294376
0.4710384559884561,0.4768262987012985,0.35970515873015885
0.5889594877344877,0.5414853535353537,0.49915919913419926
0.5236282467532469,0.5588543650793651,0.31374166666666686
0.5317685425685427,0.5310044011544015,0.32780883838383834
0.2652432539682539,0.4423857142857144,0.6866095238095241
0.4576904761904764,0.4384158730158731,0.3500957070707071
0.6958484126984128,0.43863928571428584,0.5174103174603176
0.3740483405483407,0.2677835497835496,0.36734365079365083
0.447559126984127,0.5615459956709958,0.5049984126984128
0.3944404761904766,0.5428416666666667,0.30929336219336223
0.4818873376623376,0.4262,0.6434357142857143
0.513573015873016,0.5852186008436009,0.45963650793650807
0.4240634920634922,0.5210623015873018,0.21473430735930737
0.3901174963924964,0.4419112914862916,0.27698888888888895
0.6507666666666665,0.5409020202020202,0.3411881673881672
0.37631370851370866,0.5943650793650794,0.3333920634920635
0.46252182539682546,0.6203805555555556,0.604372619047619
0.3273221861471862,0.4576884920634925,0.38963354978354986
0.5676757936507941,0.4086428571428573,0.47040277777777795
0.5917511904761905,0.4373822150072154,0.4190440476190475
0.44318055555555586,0.36930901875901867,0.4479270923520922
0.5621373015873019,0.43872741702741697,0.46825396825396826
0.4564289682539683,0.2730035714285715,0.4815988095238098
0.6409384920634922,0.45291471861471877,0.32878373015873025
0.24787020202020205,0.41755638528138556,0.3478646214896214
0.506348593073593,0.4171813852813853,0.5080753607503606
0.4970892857142858,0.5861128815628817,0.34465772005771994
0.6206305194805196,0.3031305555555556,0.4160359584859584
0.5816340964590965,0.4840698412698413,0.45061749639249643
0.5620836080586084,0.3082518759018759,0.39808412698412704
0.6253694444444443,0.3948921356421358,0.32718095238095224
0.610681637806638,0.4403306998557,0.41253769841269844
0.512928427128427,0.48540642135642154,0.4483980158730161
0.4706884559884558,0.4720845238095238,0.439269696969697
0.48035873015873026,0.6985095238095239,0.4709480158730161
0.563283621933622,0.3788678932178934,0.29221230158730155
0.5146261904761906,0.19046468253968254,0.43491305916305945
0.32690476190476186,0.5531527056277056,0.2714154761904761
0.3509381313131309,0.5234920634920635,0.39834563492063463
0.6260722943722944,0.49463463203463215,0.2521960317460319
0.3822229437229439,0.4792472943722942,0.32726944444444445
0.39212420634920614,0.3884633699633702,0.2730507936507935
0.6550698412698414,0.5914940476190477,0.5478098124098126
0.5356161976911978,0.3616362637362639,0.34775090187590196
0.4307052919302922,0.41916297313797324,0.4945386363636365
0.388201479076479,0.4384992424242426,0.49053095238095246
0.4438543650793652,0.21400833333333333,0.3527234126984128
0.2502865800865801,0.6014575036075037,0.3909293650793652
0.2855843073593072,0.6439825757575758,0.309038961038961
0.3319079365079368,0.5309980880230883,0.5324322510822512
0.5294533189033189,0.5020907647907644,0.3870507936507941
0.4537678571428572,0.5192154761904764,0.5570770562770565
0.4464916666666665,0.6359736291486292,0.3632441197691198
0.4011702380952378,0.623397619047619,0.40866515151515126
0.3925586580086581,0.5266385281385282,0.32736002886002896
0.43083336940836936,0.39868650793650784,0.5360143939393942
0.5844170634920637,0.41579523809523816,0.44751233211233205
0.6965640692640692,0.3451265873015872,0.6458182539682541
0.5981698412698412,0.4617984487734491,0.6175428932178934
0.31163452380952406,0.49744126984126974,0.5718483766233766
0.5218143217893221,0.4858528499278503,0.4132757936507936
0.3925409812409813,0.45222092352092386,0.4923387806637806
0.5031265873015874,0.5216074314574315,0.23668138528138524
0.627028932178932,0.4863126984126987,0.44114058441558446
0.5192467893217892,0.4041753357753357,0.4686223803973803
0.4223968253968253,0.2312519841269842,0.5657146825396828
0.5139162698412699,0.51275,0.48627973692973697
