Treat 0,Treat 1,Treat 2
0.4416919830169833,0.4561685786435786,0.5225595959595959
0.6419190476190477,0.6061238455988455,0.5132337301587301
0.5367329004329007,0.611301984126984,0.46762326562326556
0.5707273809523811,0.3680472222222222,0.4843386724386725
0.6329361111111111,0.3476758297258297,0.4514150432900434
0.6545687950937953,0.3551682844932845,0.6009829365079365
0.5118250610500612,0.559471536796537,0.7429152958152959
0.4142152597402597,0.489077380952381,0.5558447691197692
0.4821221861471862,0.46508492063492046,0.5506142857142858
0.5365288211788211,0.4237543650793648,0.48070674603174596
0.4434468253968254,0.5880515873015877,0.4365598484848485
0.4262711038961038,0.3904867243867244,0.5021873015873021
0.7179428932178933,0.5765265873015875,0.287312518037518
0.6170649350649351,0.634894011544011,0.5291500000000001
0.3855821428571427,0.39645126262626257,0.41388208180708164
0.5882398629148631,0.6096150793650794,0.3299126623376623
0.5757222222222225,0.37394722222222243,0.4584085220335221
0.4377318542568542,0.6417884920634923,0.4258361111111113
0.5007345598845597,0.49634206349206356,0.5206779220779223
0.48098031135531155,0.5071611111111113,0.270254365079365
0.5044329365079364,0.37337528860028857,0.34996658064158054
0.6622923881673882,0.5863535714285714,0.5607689754689756
0.4797488095238097,0.45398690476190484,0.36947034632034625
0.44044678932178943,0.49214368686868676,0.36965551948051933
0.5533051587301587,0.5532884920634921,0.4346118686868687
0.5794479797979798,0.570845634920635,0.36052976190476194
0.5047908730158732,0.5262404761904763,0.3806753968253966
0.25568008658008656,0.4895119769119771,0.6574559523809523
0.5217666666666668,0.42252579365079357,0.32679899822399827
0.6811817460317459,0.46424841269841316,0.5296265873015873
0.397910425685426,0.28248809523809526,0.35655028860028865
0.48781803751803743,0.6077805194805195,0.4788031746031746
0.39424404761904763,0.5152595238095242,0.2877321789321789
0.47918174603174607,0.43581468253968264,0.699985594960595
0.451177813852814,0.5790805194805196,0.48200912698412735
0.36747662337662323,0.5376921717171717,0.22217460317460322
0.40191587301587334,0.46705714285714295,0.40460772005772
0.6157055555555553,0.5460337412587413,0.3437670634920635
0.38378928571428567,0.5415361111111113,0.30871731601731595
0.45229856532356527,0.6182676406926406,0.6284309884559884
0.34783419913419916,0.413273412698413,0.41061111111111115
0.5509107142857144,0.4792440476190478,0.4870623015873017
0.6780059884559885,0.40344523809523775,0.4035417277167278
0.37740952380952375,0.39359884559884567,0.4474146103896107
0.622734920634921,0.4232789682539683,0.3696309523809524
0.4140396825396825,0.25196111111111114,0.5118928571428573
0.6820226190476192,0.4298063492063493,0.34047943722943746
0.2606901154401154,0.4415206793206794,0.4222218253968254
0.5119313852813854,0.4762932539682541,0.4867681818181818
0.4921039682539684,0.6221019841269841,0.3834802669552671
0.6511230158730159,0.2554896825396824,0.42216341991342016
0.5945941197691199,0.5203793650793652,0.4543908730158731
0.5927928932178933,0.3218294011544011,0.5000648962148964
0.6372992424242422,0.3973945526695527,0.35924761904761915
0.6235238095238091,0.5437462454212455,0.3780527777777776
0.5330103174603176,0.5406853535353537,0.43360913808413815
0.5224751082251082,0.40385598845598836,0.4048258297258297
0.47622896825396793,0.6769952380952378,0.4255088383838385
0.56056829004329,0.3981444444444447,0.29917103174603155
0.4858998196248199,0.213940909090909,0.4240136363636364
0.3750653318903319,0.569953968253968,0.3203761904761906
0.3363313492063494,0.43877402597402615,0.4138773809523809
0.5698769841269842,0.42286991341991337,0.24103293650793645
0.4681210317460319,0.46736525974025983,0.3852340548340549
0.3523726190476189,0.4466089105339106,0.4304666666666667
0.6863912698412699,0.5595063131313133,0.4955230158730161
0.5611939865689868,0.39848668553668554,0.2687125763125765
0.37890461760461736,0.45680111832611847,0.618963888888889
0.40402802752802774,0.44171154401154417,0.4836932539682541
0.49501572871572885,0.24228888888888894,0.33002277167277183
0.3212849206349207,0.5518114357864361,0.38166071428571424
0.35733250360750346,0.6249784965034964,0.31848293650793635
0.30242857142857127,0.5084622294372299,0.48556904761904796
0.5818829365079361,0.5479198051948052,0.32613650793650784
0.5125670634920634,0.5010119408369411,0.5874833333333334
0.4656242063492064,0.683975122100122,0.3884035353535351
0.3788527777777779,0.6253591269841268,0.4734075396825396
0.42589292929292916,0.49823253968253955,0.37650952380952385
0.39191984126984136,0.41489170274170273,0.5050448773448772
0.5441305555555556,0.4088071428571429,0.42749336219336226
0.6867209235209235,0.3315047619047619,0.6185325396825394
0.6084206349206348,0.45097784992784995,0.617029761904762
0.3024565656565656,0.5109384199134201,0.578158044733045
0.5616642857142857,0.475504365079365,0.41238653846153867
0.40262142857142874,0.4672603174603179,0.5013786685536683
0.5031302308802309,0.48196626984126995,0.33261706349206377
0.6389039682539683,0.5133966089466093,0.4126178932178931
0.49639931457431474,0.4096638888888889,0.4853174603174605
0.40188650793650765,0.2552083943833942,0.5079535714285712
0.49892463924963937,0.5086040764790766,0.5888853174603177
0.5634746753246752,0.44254675324675335,0.5988333333333337
0.47455970418470433,0.2950432539682539,0.35450202020202043
0.5554826118326119,0.35833892496392494,0.5616805916305919
0.48672539682539695,0.5528036435786436,0.387045274170274
0.5483055916305918,0.3759282162282164,0.34674047619047615
0.4094103174603176,0.500557972582973,0.4917599927849929
0.3490162698412698,0.3298699494949494,0.42446468253968267
0.5066715367965369,0.3420390415140414,0.4527711510711512
0.3421563492063492,0.5442333333333336,0.4669603174603175
0.50663373015873,0.47616349206349223,0.38477344877344843
0.5949818542568545,0.4528544372294372,0.29924769119769146
0.4293684343434342,0.5071531746031749,0.3484456349206351
0.5403456349206351,0.6095202020202022,0.29490072150072155
0.42502997557997557,0.5336738095238097,0.5862880952380953
0.4869032106782109,0.4911310245310246,0.44337582972582973
0.6202813131313133,0.4074142496392496,0.6113523809523812
0.44590912698412694,0.3035580447330448,0.5010507936507937
0.4248734126984126,0.5703262626262628,0.3609678932178933
0.4299968253968256,0.45017828282828287,0.5114270562770564
0.6733867965367965,0.5596075396825397,0.4956988816738815
0.626475396825397,0.5721880952380951,0.29488272005772015
0.38792341269841274,0.5007708513708514,0.4865492063492063
0.48484050671550666,0.49386031746031755,0.4396189033189034
0.6133353119103122,0.36266547619047623,0.4260281746031749
0.5146690836940836,0.5279779220779219,0.6279330086580087
0.4952735098235098,0.5046317460317462,0.4505762987012987
0.4797614357864356,0.5088885281385284,0.4690654761904763
0.5932901515151515,0.4908379731379732,0.3503139249639251
0.6431222222222223,0.4905087301587301,0.36520793650793637
0.46222837995338023,0.6006122405372407,0.35867023809523824
0.39732489177489166,0.5108396825396826,0.41482644300144295
0.6411419191919193,0.4497151875901876,0.5484336940836939
0.5274904761904764,0.285352380952381,0.44506071428571436
0.5828514430014431,0.563396681096681,0.46955634920634914
0.4957626984126988,0.4279972222222223,0.5378137806637809
0.48964285714285716,0.6268436507936508,0.5055900793650795
0.47330952380952374,0.5824904761904761,0.27442355699855714
0.42758538961038967,0.427557575757576,0.25565970418470413
0.41460443722943724,0.5219089466089468,0.5454817460317462
0.49861379176379195,0.4534594877344875,0.33825183982683976
0.5397639610389613,0.38814722222222237,0.4515880952380953
0.429649963924964,0.4446849206349205,0.5843736568986568
0.47171681096681095,0.5950682539682541,0.3216873015873019
0.364668650793651,0.422425396825397,0.4198393578643577
0.40981673881673897,0.6139551892551892,0.44010147907647895
0.47557113997114,0.5466939393939396,0.4094472582972583
0.3630312881562886,0.435302380952381,0.42268149350649353
0.3266329365079366,0.37354429181929194,0.4621777777777777
0.3591205988455988,0.4392163059163058,0.5283193362193365
0.4529777417027416,0.489961544011544,0.43042976190476195
0.4024091991341994,0.6519818986568987,0.47172355699855717
0.351738492063492,0.5712440476190476,0.39801428571428576
0.4705429598179601,0.649718326118326,0.32604844877344896
0.5332788766788767,0.5265457292707292,0.7136020451770451
0.5026344516594516,0.31226677489177496,0.3682582223332221
0.4259679653679655,0.3321218253968256,0.3869898962148964
0.4001179653679655,0.5102273809523812,0.5943090187590186
0.41726001776001775,0.5131042568542572,0.47284011544011556
0.4776463203463202,0.4585933621933624,0.4276689754689753
0.37840883838383854,0.4564693001443,0.5417115079365082
0.4106261904761905,0.455199603174603,0.409446681096681
0.40895119047619033,0.5610342352092356,0.25324852092352085
0.5542730158730157,0.6216587301587303,0.5335420634920636
0.38323250360750366,0.4275595238095239,0.48958928571428584
0.4072948773448774,0.5391520562770564,0.23931626984126994
0.5437428571428574,0.4786464285714287,0.5312301226551227
0.38433003663003634,0.5431623376623375,0.4396474386724388
0.7330714285714287,0.3654758297258297,0.3454563492063496
0.4396714285714287,0.4642253108003109,0.5384056998557
0.669079761904762,0.453130158730159,0.5499980158730157
0.46168481240981235,0.24325714285714298,0.38354166666666684
0.5174223304473307,0.5321829365079367,0.5971036075036075
0.5122595238095238,0.5936234099234098,0.5911635642135644
0.45519880952380964,0.47583841991341996,0.2486300366300366
0.41449246031746023,0.3466544372294372,0.3428730880230879
0.4065861111111115,0.4628103174603175,0.5476907509157511
0.5590503968253969,0.5577432900432897,0.49012142857142876
0.4071595238095238,0.5053101953601955,0.45867380952380976
0.5971198412698413,0.4456654761904762,0.6776174603174605
0.574718217893218,0.6737457070707072,0.5713627344877347
0.6528678571428573,0.5197706349206348,0.46070421245421256
0.4958428571428573,0.39024880952380986,0.45334805194805183
0.4397028998778998,0.5163248917748919,0.5220384920634918
