line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.17311135910723988,0.11863050478152838,0.32217440577957124,0.23605443722943714,0.213940909090909,0.22217460317460322
0.3761475474081889,0.29077207462651694,0.7387093145728801,0.2694806468041761,0.2493646103896103,0.2622315795315796
0.7319405030077205,0.6252995063440967,1.4368897288383358,0.30290685637891507,0.2847883116883116,0.30228855588855597
1.2754933632461711,1.1797841315566353,2.371049559900771,0.336333065953654,0.3202120129870129,0.3423455322455323
1.9905152241762698,1.9529723251671558,3.3191367757241492,0.36975927552839294,0.3556357142857142,0.3824025086025087
2.7818754462025503,2.8364080004774683,3.941640330969302,0.4031854851031319,0.39105941558441554,0.42245948495948504
3.4817271681165445,3.6142682965531656,3.9709659480301505,0.43661169467787087,0.4264831168831168,0.4625164613164614
3.902443901615272,4.040649210373217,3.3937719745286055,0.47003790425260983,0.4619068181818181,0.5025734376734378
3.9170893533908804,3.9633368312161505,2.4605742865395754,0.5034641138273488,0.49733051948051943,0.5426304140304141
3.52107410570596,3.4107500298639373,1.5134135906539221,0.5368903234020878,0.5327542207792207,0.5826873903873905
2.834469119375904,2.575240975781181,0.7896708455827002,0.5703165329768267,0.5681779220779221,0.6227443667443668
2.0433989767574823,1.7059446268166751,0.3495440429035364,0.6037427425515657,0.6036016233766234,0.6628013431013432
1.319226876641034,0.9914962149187603,0.13125777317125714,0.6371689521263046,0.6390253246753247,0.7028583194583196
0.7627297513726954,0.5055874264491198,0.041813400205677254,0.6705951617010435,0.674449025974026,0.7429152958152959
0.39491784703721894,0.22619371998833324,,0.7040213712757826,0.7098727272727273,
0.18311659820677734,0.08878587829867395,,0.7374475808505214,0.7452964285714286,
0.07603849984843775,,,0.7708737904252605,,
0.028276408416884415,,,0.8042999999999993,,
