line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.6544866914008971,0.7907068600895579,0.7528393280234316,0.044290873015873033,0.06032103174603172,0.08815912698412708
1.1812663991824879,1.46911823615632,1.4941600329191955,0.07213906525573195,0.09396546330653471,0.1258024470899472
1.9186123610877208,2.3777605429444795,2.5047280986713676,0.09998725749559087,0.12760989486703772,0.1634457671957673
2.8042645517229676,3.3523519386639142,3.5464408095104822,0.1278354497354498,0.1612543264275407,0.20108908730158742
3.6884430534991153,4.117192934529165,4.2412463542303955,0.1556836419753087,0.19489875798804368,0.23873240740740753
4.3657568065970445,4.4047671512487625,4.284132935026668,0.1835318342151676,0.2285431895485467,0.27637572751322764
4.650164896595729,4.105015630873269,3.655114893077084,0.21138002645502654,0.2621876211090497,0.3140190476190478
4.457275965297599,3.3325509537511167,2.633951555221312,0.23922821869488547,0.29583205266955265,0.3516623677248679
3.8447052463958213,2.356724979259242,1.603183330565855,0.2670764109347444,0.32947648423005566,0.38930568783068803
2.984344354208519,1.4518145179475874,0.8241898268540747,0.2949246031746033,0.36312091579055866,0.42694900793650814
2.084621311827472,0.7790825702232574,0.3578820910896831,0.3227727954144622,0.39676534735106167,0.46459232804232825
1.3103815503558565,0.36418827958421585,0.1312566568280147,0.35062098765432115,0.4304097789115646,0.5022356481481484
0.741243200706132,0.14829911701613036,0.04066037371747459,0.37846917989418005,0.46405421047206763,0.5398789682539685
0.3773253922122722,0.05260430519087392,,0.40631737213403896,0.49769864203257064,
0.17284773708754692,0.016254519491133535,,0.4341655643738979,0.5313430735930736,
0.07125309291684927,,,0.4620137566137568,,
0.026432369689079242,,,0.4898619488536157,,
0.00882390523823355,,,0.5177101410934746,,
0.0026508058947151505,,,0.5455583333333335,,
